"County","State","Age.Percent 65 and Older","Age.Percent Under 18 Years","Age.Percent Under 5 Years","Education.Bachelor's Degree or Higher","Education.High School or Higher","Employment.Nonemployer Establishments","Ethnicities.American Indian and Alaska Native Alone","Ethnicities.Asian Alone","Ethnicities.Black Alone","Ethnicities.Hispanic or Latino","Ethnicities.Native Hawaiian and Other Pacific Islander Alone","Ethnicities.Two or More Races","Ethnicities.White Alone","Ethnicities.White Alone	 not Hispanic or Latino","Housing.Homeownership Rate","Housing.Households","Housing.Housing Units","Housing.Median Value of Owner-Occupied Units","Housing.Persons per Household","Income.Median Houseold Income","Income.Per Capita Income","Miscellaneous.Foreign Born","Miscellaneous.Land Area","Miscellaneous.Language Other than English at Home","Miscellaneous.Living in Same House +1 Years","Miscellaneous.Manufacturers Shipments","Miscellaneous.Mean Travel Time to Work","Miscellaneous.Percent Female","Miscellaneous.Veterans","Population.2020 Population","Population.2010 Population","Population.Population per Square Mile","Sales.Accommodation and Food Services Sales","Sales.Retail Sales","Employment.Firms.Total","Employment.Firms.Women-Owned","Employment.Firms.Men-Owned","Employment.Firms.Minority-Owned","Employment.Firms.Nonminority-Owned","Employment.Firms.Veteran-Owned","Employment.Firms.Nonveteran-Owned"
"Adams County","ID","28.2333333333333","17.2","4","21.4333333333333","91.0666666666666","239","1.26666666666666","0.766666666666666","0.333333333333333","3.46666666666666","0.3","2.33333333333333","95","92.2666666666666","80.7333333333333","1739","2680","193832","2.28333333333333","44382","18683","1.13333333333333","1299.07333333333","2","54.0666666666666","-1","16.2","48.5666666666666","537","4205","3976","2.9","-1","-1","211","55","71","-1","183","-1","179"
"Adams County","IL","20.0333333333333","22.5666666666666","6.26666666666666","23.7666666666666","91.5666666666666","2611","0.266666666666666","0.866666666666666","3.83333333333333","1.66666666666666","0","1.96666666666666","93.0666666666666","91.7333333333333","71.8666666666666","27044","30151","119932","2.39666666666666","50353","20227","1.43333333333333","1004.84666666666","1.06666666666666","58.9333333333333","-1","11.2","50.8333333333333","4966","66156","67103","78.5","68807","711015","3379","831","1743","179","3027","315","2771"
"Adams County","IN","15.4","31.3666666666666","9.33333333333333","15.2333333333333","84.5666666666666","2195","0.3","0.366666666666666","0.533333333333333","4.46666666666666","0","0.833333333333333","97.9333333333333","93.7666666666666","77.7","12363","13298","124900","2.79333333333333","50567","15543","0.833333333333333","357.136666666666","9.53333333333333","58.1333333333333","1467035","14.2666666666666","50.1666666666666","1546","35467","34387","101.4","18435","251483","2331","571","1387","63","2151","131","2087"
"Adams County","MS","18.6333333333333","20.3333333333333","5.73333333333333","17.4333333333333","78.2","1599","0.466666666666666","0.566666666666666","53.4","9.4","0","1","44.4666666666666","36.2","64.2666666666666","11523","14693","88364","2.55333333333333","29081","12255","6.8","546.8","5.73333333333333","61.1999999999999","103357.666666666","14.5333333333333","48.5","1668","30273","32297","69.8","59523","325831","2215","751","1195","731","1407","275","1815"
"Adams County","ND","27.4","19.3","5.36666666666666","24.8","94","119","0.7","2.13333333333333","0.866666666666666","1.46666666666666","0","1.73333333333333","94.5","93.1","73.5","1057","1421","116232","2.12333333333333","53718","22303","1.73333333333333","2438.53","2.19999999999999","61.2666666666666","-1","9.4","50.7666666666666","169","2264","2343","2.4","-1","28755","219","87","83","-1","207","-1","203"
"Adams County","NE","18.0999999999999","23.4","6.36666666666666","23","90.2333333333333","1499","1.16666666666666","1.43333333333333","1.2","10.2666666666666","0.1","1.26666666666666","94.8333333333333","85.8666666666666","67.6","12666","13864","118332","2.35666666666666","51828","19151","5.7","557.09","5.39999999999999","56.2666666666666","1239296.33333333","10.8666666666666","50.1","2063","31289","31364","55.7","35319","302171","1947","547","919","131","1711","211","1571"
"Adams County","OH","17.8666666666666","24.0333333333333","6.1","12.3333333333333","79.0333333333333","1191","0.566666666666666","0.333333333333333","0.533333333333333","0.933333333333333","0","1.46666666666666","97.2","96.3333333333333","71.6","10724","12906","101164","2.57666666666666","37942","14907","0.4","1186.18666666666","0.8","59.1999999999999","69113.6666666666","24.0666666666666","50.5","1840","27697","28550","48.9","14267","149927","1495","443","847","47","1419","135","1287"
"Adams County","PA","20.1666666666666","20.0666666666666","4.96666666666666","21.6666666666666","87.8666666666666","4463","0.4","0.9","1.96666666666666","7.06666666666666","0","1.43333333333333","95.2333333333333","89.0333333333333","77.5666666666666","38941","42261","203264","2.51666666666666","64664","21059","4.1","455.349999999999","3.86666666666666","59.0666666666666","1432439","18.5333333333333","50.7666666666666","8165","103138","101407","195.5","123783","534159","4963","1599","2811","131","4655","563","4095"
"Adams County","WA","10.9333333333333","35.6999999999999","9.93333333333333","14.2","66.5","555","5.8","1.43333333333333","1.93333333333333","63.8","0.1","1.63333333333333","89.2","33.5333333333333","64.0333333333333","5894","6579","147532","3.23333333333333","46838","13495","24.6666666666666","1282.98666666666","36.3333333333333","57.4666666666666","-1","12.0666666666666","48.9666666666666","652","20135","18728","9.7","12463","105207","775","239","407","259","475","71","655"
"Adams County","WI","29.1666666666666","14.3666666666666","3.5","13.3","86.7666666666666","759","1.16666666666666","0.566666666666666","3","4.1","0.0333333333333333","1.33333333333333","93.8666666666666","90.3999999999999","83.9666666666666","8798","17721","132600","2.17333333333333","45877","18159","3.06666666666666","430.099999999999","2.93333333333333","58.2666666666666","-1","18.2666666666666","46.6666666666666","2147","20507","20875","32.3","36727","128199","767","227","463","27","723","143","563"
"Addison County","VT","19.4333333333333","17.0666666666666","4.23333333333333","38.2666666666666","92.5666666666666","2615","0.266666666666666","1.8","1.2","2.26666666666666","0","1.96666666666666","94.6666666666666","92.8","75.3666666666666","14444","17437","244632","2.34666666666666","65069","23159","4.56666666666666","510.553333333333","3.66666666666666","57.4666666666666","-1","16.3333333333333","50.0333333333333","2230","37245","36821","48","36795","357939","3223","923","1627","67","3023","247","2767"
"Aiken County","SC","19.0999999999999","21.6333333333333","5.7","25.5999999999999","86.9333333333333","7471","0.566666666666666","1.1","25.2333333333333","5.73333333333333","0.1","2.1","70.9333333333333","66.2","72.8333333333333","66192","77024","139732","2.46666666666666","49101","18927","4.13333333333333","863.066666666666","3.93333333333333","58.3333333333333","3092891","16.3333333333333","51.6333333333333","13493","167453","160099","149.5","-1","1166299","8091","2951","4395","1659","6131","1163","6471"
"Aitkin County","MN","32.5666666666666","16.8333333333333","3.83333333333333","16.9666666666666","90.8","751","2.73333333333333","0.3","0.533333333333333","1.33333333333333","0","1.6","94.8333333333333","93.8999999999999","82.0666666666666","7701","16765","178364","2.03333333333333","46773","19515","1.1","1497.98","1.46666666666666","60.5333333333333","41376.3333333333","18.2","49.4666666666666","1860","15723","16202","8.9","12535","115527","963","179","463","-1","875","87","791"
"Alachua County","FL","13.9","17.9666666666666","5.26666666666666","42.3666666666666","92.1333333333333","13151","0.366666666666666","6.1","20.5666666666666","10.0333333333333","0.1","2.8","70.1333333333333","61.2666666666666","54.7","97343","118168","180432","2.51","47173","19095","10.5666666666666","671.893333333333","9.13333333333333","51.6","-1","14.6","51.7666666666666","15783","271104","247336","282.7","-1","2139127","13403","4783","6883","3207","9555","1475","11171"
"Alamance County","NC","16.7666666666666","22.3","5.86666666666666","23.7666666666666","85.2","7075","1.46666666666666","1.66666666666666","20.4333333333333","12.7666666666666","0.1","2.16666666666666","74.2333333333333","63.8333333333333","65.8333333333333","63003","71250","148864","2.46","47471","18207","7.8","428.44","8.06666666666666","56.9333333333333","2092233.66666666","15.8","52.4333333333333","9699","166204","151131","356.5","169615","1405607","7323","2535","3959","1519","5527","799","6091"
"Alameda County","CA","13.7","20.6666666666666","5.83333333333333","45.5333333333333","87.7333333333333","100295","1.1","31.1666666666666","11.3666666666666","22.4333333333333","0.933333333333333","5.33333333333333","50.1","31.3333333333333","53.4","566475","612731","677464","2.8","90308","31539","31.9333333333333","611.923333333333","30.0666666666666","57.8","-1","22.5333333333333","50.8","53650","1658541","1510271","2043.6","2128279","13934007","100375","38203","50923","50015","46199","6807","89351"
"Alamosa County","CO","13.4666666666666","24.0999999999999","6.76666666666666","24.7333333333333","86.1666666666666","775","5.5","1.66666666666666","1.83333333333333","46.9","0.3","3.13333333333333","87.6","47.9","59.0333333333333","6071","7000","150764","2.46333333333333","36516","14751","8.3","685.456666666666","19.7333333333333","54.4","9221","9.4","49.9333333333333","901","16309","15445","21.4","23595","187123","1115","359","535","339","695","51","991"
"Albany County","NY","16.7","18.5","5","40.8","92.1","13007","0.3","6.46666666666666","13.9666666666666","6.1","0.1","2.76666666666666","76.3999999999999","72.3333333333333","57.3666666666666","125260","141345","218100","2.31","63966","25087","10.3","510.993333333333","8.46666666666666","56.2666666666666","2364907.66666666","13.6","51.6333333333333","16127","312619","304204","581.9","577723","3841847","15939","4747","9671","2147","12863","1343","13479"
"Albany County","WY","11.4","16.2333333333333","4.73333333333333","50.5333333333333","95.7","1819","1.1","3.63333333333333","1.93333333333333","9.6","0.1","2.53333333333333","90.7333333333333","82.4","51.1","15713","19266","223832","2.25666666666666","47138","19427","6.66666666666666","2848.89333333333","6.86666666666666","44.6","-1","8.13333333333333","48.0333333333333","2313","37315","36299","8.5","53035","319699","2263","831","975","183","1911","151","1871"
"Albemarle County","VA","18.3666666666666","20.1333333333333","5.3","54.1333333333333","91.8666666666666","6619","0.4","5.3","9.76666666666666","5.76666666666666","0.1","2.56666666666666","81.9666666666666","77.1","64.2333333333333","40316","46028","343800","2.43666666666666","75825","29863","10.2","480.133333333333","7.46666666666666","53.1333333333333","524253.666666666","14.3333333333333","52.1333333333333","6750","109757","98970","137.3","153711","998339","7371","2643","3807","823","6243","867","5955"
"Alcona County","MI","35.6666666666666","12.7999999999999","3.03333333333333","15.6","88.5","423","0.7","0.366666666666666","0.433333333333333","1.56666666666666","0.0666666666666666","1.23333333333333","97.1","95.6333333333333","89.1333333333333","4943","11170","108932","2.09666666666666","39385","17087","1.3","556.536666666666","1.13333333333333","60.1999999999999","18355.6666666666","16.8666666666666","49.7333333333333","1454","10266","10942","16.2","2619","34987","619","183","347","-1","603","27","579"
"Alcorn County","MS","18.2333333333333","22.9333333333333","5.93333333333333","17.2","80.3666666666666","1643","0.366666666666666","0.4","12.4333333333333","3.16666666666666","0","1.2","85.5666666666666","82.7666666666666","69.5","14659","17254","96564","2.49333333333333","39256","15939","1.4","417.333333333333","1.46666666666666","57.8666666666666","728448.333333333","14.6","51.2333333333333","1965","35620","37057","92.6","36895","358655","2131","699","1035","175","1815","187","1691"
"Aleutians East Borough","AK","9.2","8.43333333333333","2.26666666666666","11.6666666666666","83.1666666666666","143","20.3","42.5","10.7999999999999","14.2666666666666","1","3.73333333333333","21.6666666666666","9.9","60.7666666666666","735","751","119432","2.56","66582","22623","36.9333333333333","4873","22.2","55.4","-1","3.13333333333333","31.9666666666666","127","3400","3141","0.4","-1","-1","199","15","135","143","31","-1","183"
"Aleutians West Census Area","AK","6.73333333333333","11.7","3.4","15.7666666666666","87.2333333333333","143","12.4","38.2333333333333","7.26666666666666","14.0333333333333","2.43333333333333","4.43333333333333","35.1999999999999","24.7","30.9333333333333","1133","1952","258932","3.66666666666666","85593","26431","39.3666666666666","3076.68666666666","38.4666666666666","53.1999999999999","399009.666666666","5","33.4666666666666","310","5406","5561","1.3","9487","35615","227","43","151","103","103","-1","195"
"Alexander County","IL","21.4666666666666","22.4333333333333","5.8","11.4","82.5333333333333","167","0.5","0.3","33.4","1.96666666666666","0.166666666666666","2.33333333333333","63.3666666666666","62.0666666666666","71.0666666666666","2392","3957","55464","2.77333333333333","33528","13011","0.633333333333333","433.126666666666","0.199999999999999","59.5333333333333","-1","19.8666666666666","50.8333333333333","558","5992","8238","35","1439","16135","347","183","99","131","195","55","271"
"Alexander County","NC","19.9","20.2666666666666","5","13.3666666666666","81.3666666666666","1579","0.466666666666666","1.03333333333333","5.9","4.66666666666666","0.0666666666666666","1.56666666666666","90.9333333333333","86.9","76.3","14145","16462","131432","2.54333333333333","46049","17791","3.06666666666666","422.746666666666","3.66666666666666","59.8666666666666","394311.666666666","16","49.0666666666666","2207","36760","37198","143.1","-1","129843","1935","419","1351","63","1827","299","1547"
"Alexandria city","VA","10.9","18.0666666666666","7.23333333333333","62.5333333333333","92.4","-1","0.399999999999999","6.23333333333333","22.0666666666666","16.6666666666666","0.0333333333333333","4.56666666666666","63.6","52.0333333333333","43.3","68853","25109","540832","2.19666666666666","95858","41783","26.9","9.68666666666666","22","52.3333333333333","182031","20.9333333333333","51.7333333333333","11082","156503","139966","9314.3","431643","1610675","11691","4587","6167","4199","6875","1183","9867"
"Alfalfa County","OK","19.4666666666666","19.4666666666666","4.93333333333333","21.6666666666666","85.5","255","4.16666666666666","0.4","4.56666666666666","5.66666666666666","0.1","2.86666666666666","87.8666666666666","83.6333333333333","79.1666666666666","1927","2726","78000","2.44333333333333","56171","18407","2.8","7263.28666666666","3.33333333333333","57.3333333333333","-1","13.1333333333333","40.1666666666666","545","5730","5642","6.5","2039","38091","343","87","155","27","299","23","283"
"Alger County","MI","25.4333333333333","15.1333333333333","3.66666666666666","17.3","89.7333333333333","379","4.33333333333333","0.5","7.16666666666666","1.56666666666666","0","3.1","84.9666666666666","83.8","84.3","3207","6673","129832","2.58","42906","13899","1.13333333333333","767.84","0.666666666666666","56","-1","16.5333333333333","44.8","932","9051","9601","10.5","11167","43091","535","159","215","39","447","31","427"
"Allamakee County","IA","22.7666666666666","23.1666666666666","6.7","16.8333333333333","88.5333333333333","759","0.666666666666666","0.5","1.53333333333333","6.63333333333333","0.3","0.833333333333333","96.2","90.5","79.3666666666666","5922","7786","125064","2.3","51087","18591","4.96666666666666","661.79","7.2","59.1333333333333","174725.666666666","15.2","48.9333333333333","1026","14050","14330","22.4","6467","96415","863","327","395","-1","827","35","787"
"Allegan County","MI","16.3666666666666","24.1666666666666","6.06666666666666","21.8","90.6","5547","0.733333333333333","0.866666666666666","1.53333333333333","7.36666666666666","0","1.86666666666666","95","88.3333333333333","82.3666666666666","42874","51243","157000","2.64666666666666","59329","19475","3.2","637.47","3.66666666666666","60.3333333333333","3524373","15.5999999999999","50.0333333333333","5844","118283","111408","135","87927","633279","6555","1959","3575","347","6051","459","5787"
"Allegany County","MD","20.1333333333333","17.4","4.6","18.2","89.2333333333333","1955","0.2","1.06666666666666","8.26666666666666","1.8","0.1","2","88.4","86.9333333333333","69.1333333333333","27745","32902","120900","2.32","43693","15735","1.96666666666666","1037.62666666666","2.33333333333333","56.0666666666666","-1","14.2","47.8666666666666","5598","69724","75087","177","-1","615223","2879","915","1595","207","2491","275","2399"
"Allegany County","NY","18.7666666666666","20.3","5.23333333333333","20.2333333333333","89.9666666666666","1683","0.3","1.3","1.36666666666666","1.66666666666666","0","1.36666666666666","95.6666666666666","94.3999999999999","75.2333333333333","18230","26278","74132","2.32666666666666","46421","16571","2.36666666666666","953.099999999999","2.93333333333333","58.1999999999999","561179.666666666","14.3333333333333","49.2666666666666","3759","46884","48946","47.6","33351","180715","1803","611","967","123","1615","159","1531"
"Alleghany County","NC","26.8333333333333","17.3666666666666","4.5","17.6333333333333","78.1333333333333","635","0.5","0.8","1.83333333333333","9.76666666666666","0","1.4","95.4","86.8","76.3","4877","8187","145236","2.22666666666666","36942","15511","5.86666666666666","237.173333333333","4.73333333333333","61","-1","15.8666666666666","50.3666666666666","829","10883","11155","47.5","7223","45259","751","183","471","79","635","47","651"
"Alleghany County","VA","25.1","18.5666666666666","4.36666666666666","15.4666666666666","84.9","427","0.266666666666666","0.366666666666666","4.73333333333333","1.53333333333333","0.1","1.76666666666666","92.8333333333333","91.5333333333333","77.4333333333333","6661","8024","118000","2.27666666666666","46728","18223","1.33333333333333","296.64","0.866666666666666","60.5333333333333","-1","16.7333333333333","51","1175","15424","16250","36.5","9363","50095","595","123","395","23","547","67","499"
"Allegheny County","PA","18.6666666666666","18.7333333333333","5.23333333333333","39.7","94.0333333333333","57131","0.2","3.93333333333333","13.4","2.16666666666666","0","2.19999999999999","80.2666666666666","78.6","64.7","536360","599405","143932","2.21333333333333","57814","25803","5.6","760.643333333333","4.66666666666666","56.9333333333333","10852981","17.8","51.6666666666666","80267","1244135","1223348","1675.6","1960383","13702495","64331","20447","37415","8067","53475","6607","54115"
"Allen County","IN","14.3","25.8333333333333","7.06666666666666","27.7666666666666","89.2666666666666","16227","0.5","4.23333333333333","12.0333333333333","7.53333333333333","0.1","3.06666666666666","80.0333333333333","73.7","68.8666666666666","142780","158617","123764","2.53666666666666","53026","19439","6.53333333333333","768.92","7.06666666666666","56.2666666666666","10800093.6666666","14.0666666666666","51.1333333333333","21163","378910","355329","540.6","428739","3465111","19043","6355","10371","3087","15155","1919","16131"
"Allen County","KS","20.3333333333333","22.5666666666666","5.66666666666666","18.9","90.8","535","0.966666666666666","0.966666666666666","2.2","3.63333333333333","0","2.83333333333333","92.9","90.0333333333333","72.1666666666666","5417","6314","73964","2.29","43738","15819","1.3","452.126666666666","1.26666666666666","57.0666666666666","313931","11.5333333333333","50.9","974","12657","13371","26.7","8795","101855","995","231","447","63","899","35","859"
"Allen County","KY","17.4333333333333","23.3","6.06666666666666","14.9666666666666","80.2","999","0.3","0.3","1.23333333333333","2.23333333333333","0","1.33333333333333","96.8333333333333","94.8666666666666","74.5","7757","9456","112664","2.63333333333333","42692","14859","1.73333333333333","435.273333333333","3.93333333333333","59.5333333333333","-1","16.5333333333333","50.4666666666666","1200","20520","19956","58","-1","74171","827","219","507","-1","799","67","719"
"Allen County","OH","17.3666666666666","23.1","6.1","18.3333333333333","89.6666666666666","3575","0.3","0.8","12.4666666666666","3.13333333333333","0","3","83.3666666666666","80.8999999999999","67.6","40616","45072","113732","2.46333333333333","49695","17839","1.53333333333333","624.806666666666","1.73333333333333","56.6","10180261.6666666","12.7999999999999","49.5333333333333","7081","103152","106331","264.2","140883","1094347","4831","1451","2627","407","4071","523","3915"
"Allen Parish","LA","14.5666666666666","22.4333333333333","6.2","11.2333333333333","78.6666666666666","779","2.36666666666666","0.666666666666666","22.8666666666666","2.23333333333333","0","1.83333333333333","72.1666666666666","70.6666666666666","73.7666666666666","7983","9963","91532","2.68","43773","13975","4.53333333333333","816.983333333333","6.26666666666666","55.4","-1","18.3333333333333","43.4333333333333","1410","23741","25764","33.8","-1","105039","779","271","435","127","615","119","623"
"Allendale County","SC","19.3666666666666","19.1666666666666","4.96666666666666","11.1333333333333","77.1666666666666","291","0.366666666666666","0.8","72.8333333333333","3.43333333333333","0.0666666666666666","0.866666666666666","25.0666666666666","22.6333333333333","66.6333333333333","3388","4489","54600","2.44333333333333","26540","11323","1.59999999999999","488.053333333333","2.33333333333333","59.7333333333333","297969","18.7333333333333","47.3666666666666","570","8591","10419","25.5","-1","22599","447","183","219","291","135","43","379"
"Alpena County","MI","23.0999999999999","18.9333333333333","4.8","17.3333333333333","90.6","1247","0.6","0.6","0.466666666666666","1.43333333333333","0.0333333333333333","1.26666666666666","96.9333333333333","95.6666666666666","77.8","12803","16032","96464","2.20666666666666","41580","17303","1.33333333333333","657.666666666666","1.66666666666666","57.4666666666666","320200.333333333","10.7999999999999","50.7","2640","28936","29598","51.8","23427","299211","1547","531","715","23","1419","123","1191"
"Alpine County","CA","24.6333333333333","18.4666666666666","3.96666666666666","33.4","90.9333333333333","67","25.3666666666666","1.5","0.366666666666666","11.4","-0.666666666666666","4.06666666666666","68.7","62.4333333333333","83.1666666666666","366","1773","354732","2.88","62044","24491","4.66666666666666","564.176666666666","6.13333333333333","60.2666666666666","-1","11.7333333333333","46.7333333333333","113","1172","1175","1.6","-1","383","83","31","-1","-1","75","-1","75"
"Amador County","CA","26.7","15.1666666666666","3.96666666666666","19.3","89.3666666666666","1887","2.26666666666666","1.59999999999999","2.5","14","0.266666666666666","3.36666666666666","89.9666666666666","78.0666666666666","76.3666666666666","14482","18497","299300","2.36","59740","21323","5.9","531.863333333333","6.73333333333333","58.1333333333333","93087","21.4666666666666","46.0333333333333","4087","39230","38091","64.1","161347","214331","1871","611","919","171","1635","171","1575"
"Amelia County","VA","19.4666666666666","20.9","5.43333333333333","16.0666666666666","82.2333333333333","579","0.6","0.766666666666666","20.9","3.16666666666666","0.0333333333333333","1.73333333333333","75.9333333333333","73.5666666666666","82.9","4904","5591","194500","2.6","56257","21123","1.2","236.513333333333","2.19999999999999","59.5333333333333","65613","26.2666666666666","50.9","1014","13127","12690","35.7","3363","47371","595","223","295","103","463","43","515"
"Amherst County","VA","20.7","19.4666666666666","5.13333333333333","18.5333333333333","83.4333333333333","1063","0.9","0.566666666666666","19.1","2.33333333333333","0","2.36666666666666","77.0333333333333","75.0666666666666","76.1","12336","14202","153300","2.49333333333333","50237","17807","1.8","315.62","1.53333333333333","57.9333333333333","381348.333333333","17.8666666666666","51.6666666666666","2559","31553","32353","68.3","-1","182243","1411","539","727","263","1087","123","1211"
"Amite County","MS","23.0666666666666","20.5666666666666","5.5","12.2666666666666","79.5","543","0.333333333333333","0.166666666666666","40.3","1.2","0","0.866666666666666","58.3666666666666","57.6999999999999","85.0333333333333","5216","6784","79164","2.40333333333333","32902","14375","0.4","632.496666666666","0.333333333333333","63.6","32197","26.2666666666666","51.6","710","12689","13131","18","951","26151","547","199","287","207","327","71","459"
"Anchorage Municipality","AK","10.7666666666666","24.3","7.06666666666666","35","93.4333333333333","13983","8.79999999999999","9.73333333333333","6.1","9.23333333333333","2.66666666666666","8.2","64.5666666666666","57.9666666666666","61.0666666666666","106112","117628","304132","2.70333333333333","82434","27607","10.4","1487.31333333333","11.5333333333333","53.1333333333333","319893.666666666","12.2666666666666","48.9333333333333","28072","294502","291826","171.2","737459","3311199","17355","6351","8623","3567","12847","2191","14043"
"Anderson County","KS","21.2","25.5333333333333","6.53333333333333","18.4","89.8","411","0.733333333333333","0.7","0.6","1.96666666666666","0.0333333333333333","1.83333333333333","96.1","94.3","75.0666666666666","3172","3741","95900","2.45333333333333","47377","16203","0.5","739.17","1.13333333333333","58","-1","17.0666666666666","50.4","585","7855","8102","14","-1","61427","383","115","155","-1","363","59","291"
"Anderson County","KY","15.6","23.6333333333333","5.96666666666666","20.2666666666666","89","1015","0.266666666666666","0.666666666666666","2.13333333333333","1.76666666666666","0.0333333333333333","1.66666666666666","95.2666666666666","93.6666666666666","75.5666666666666","8567","9442","143964","2.57333333333333","54438","18163","1.2","310.306666666666","1.13333333333333","55.8666666666666","497659","17.4","51.0333333333333","1288","23196","21421","106.1","13603","125919","971","295","455","47","887","139","771"
