"County","State","Age.Percent 65 and Older","Age.Percent Under 18 Years","Age.Percent Under 5 Years","Education.Bachelor's Degree or Higher","Education.High School or Higher","Employment.Nonemployer Establishments","Ethnicities.American Indian and Alaska Native Alone","Ethnicities.Asian Alone","Ethnicities.Black Alone","Ethnicities.Hispanic or Latino","Ethnicities.Native Hawaiian and Other Pacific Islander Alone","Ethnicities.Two or More Races","Ethnicities.White Alone","Ethnicities.White Alone	 not Hispanic or Latino","Housing.Homeownership Rate","Housing.Households","Housing.Housing Units","Housing.Median Value of Owner-Occupied Units","Housing.Persons per Household","Income.Median Houseold Income","Income.Per Capita Income","Miscellaneous.Foreign Born","Miscellaneous.Land Area","Miscellaneous.Language Other than English at Home","Miscellaneous.Living in Same House +1 Years","Miscellaneous.Manufacturers Shipments","Miscellaneous.Mean Travel Time to Work","Miscellaneous.Percent Female","Miscellaneous.Veterans","Population.2020 Population","Population.2010 Population","Population.Population per Square Mile","Sales.Accommodation and Food Services Sales","Sales.Retail Sales","Employment.Firms.Total","Employment.Firms.Women-Owned","Employment.Firms.Men-Owned","Employment.Firms.Minority-Owned","Employment.Firms.Nonminority-Owned","Employment.Firms.Veteran-Owned","Employment.Firms.Nonveteran-Owned"
"Cheyenne County","CO","20.0666666666666","25.2","6.76666666666666","19.9","90.0666666666666","139","1.36666666666666","1.73333333333333","0.766666666666666","11.5666666666666","0.1","1.26666666666666","94.7666666666666","83.9666666666666","73.1","799","994","99232","2.55666666666666","53197","19387","8.83333333333333","1375.86","10","55.7333333333333","-1","8.73333333333333","49.0333333333333","117","1791","1836","1","711","12347","163","55","67","-1","159","-1","159"
"Cheyenne County","KS","27.0333333333333","20.8","6.36666666666666","26.5","92.1333333333333","175","0.366666666666666","1.33333333333333","0.3","7.1","-0.666666666666666","0.833333333333333","97.1333333333333","90.3","78","1263","1502","78032","2.09333333333333","44383","19359","3.86666666666666","752.53","5.2","61.0666666666666","-1","7.79999999999999","50","232","2645","2726","2.7","-1","11435","231","131","55","-1","219","-1","215"
"Cheyenne County","NE","19.1333333333333","23.2333333333333","5.93333333333333","25.3666666666666","93.5","459","1","1.16666666666666","0.6","7.46666666666666","0.1","1.59999999999999","95.5333333333333","89.0333333333333","66.6333333333333","4401","5001","103368","2.19","53089","20859","1.9","950.26","1.73333333333333","57.2666666666666","80547.6666666666","8.79999999999999","49.9333333333333","773","9696","9998","8.4","18747","721043","679","231","303","47","607","79","567"
"Chickasaw County","IA","20.5999999999999","23.5333333333333","6.1","16.0666666666666","91.4666666666666","591","0.1","0.366666666666666","0.733333333333333","2.69999999999999","0","0.833333333333333","97.9666666666666","95.6","80.5","5240","5684","111364","2.28333333333333","54679","20727","1.73333333333333","539.506666666666","3.53333333333333","60.8","474935.666666666","12.7999999999999","49.8","928","12096","12439","24.7","5675","77931","707","163","387","-1","679","39","607"
"Chickasaw County","MS","16.8666666666666","24.9333333333333","6.86666666666666","11.6","74.2666666666666","751","0.366666666666666","0.466666666666666","44.3666666666666","4.9","0.0333333333333333","1.46666666666666","53.2","49.5333333333333","70.8666666666666","6522","7591","65864","2.58","34717","13283","1.83333333333333","520.226666666666","2","60.4","322532.333333333","16","51.0333333333333","461","17177","17392","34.7","-1","102235","899","275","503","215","647","107","727"
"Chicot County","AR","20.4666666666666","22.3333333333333","5.9","14.8","78.6","367","0.5","0.633333333333333","54.6","5.8","0","1.03333333333333","43.1666666666666","38.7333333333333","63.3","4218","5419","64700","2.42333333333333","31497","13487","2.63333333333333","959.459999999999","4.13333333333333","55.8666666666666","-1","12.7333333333333","50","617","10532","11800","18.3","5023","50595","479","179","243","135","303","51","387"
"Childress County","TX","15.7","19.6333333333333","4.89999999999999","18.4","84.1333333333333","251","0.9","0.8","10.5666666666666","30.9666666666666","0","1.46666666666666","86.2","56.4333333333333","64.2","2394","2861","77900","2.38","44632","14155","8.13333333333333","657.726666666666","15.2666666666666","59.1333333333333","-1","10.2","39.4666666666666","389","6809","7041","10.1","11075","60291","383","91","247","75","295","79","271"
"Chilton County","AL","16.4666666666666","23.9333333333333","6.2","12.7666666666666","79.8666666666666","1915","0.566666666666666","0.466666666666666","10.4","8.03333333333333","0.2","1.33333333333333","87.1","80.0333333333333","74.5","16692","19777","105732","2.61","45394","16435","4.8","628.666666666666","4.66666666666666","59.6","191436.333333333","21.0666666666666","50.8666666666666","2800","44651","43643","63","23567","295167","2083","619","1307","195","1831","151","1875"
"Chippewa County","MI","17.9","18.2333333333333","4.66666666666666","20.3","89.9333333333333","1287","16.0666666666666","0.9","6.96666666666666","1.93333333333333","0.1","5.2","70.8666666666666","69.6","68.3666666666666","14201","21417","113264","2.39666666666666","44869","16723","2.86666666666666","1294.59","1.8","54.6666666666666","60093","11.6","44.7","3340","37297","38520","24.7","90847","302743","1567","463","831","227","1215","159","1287"
"Chippewa County","MN","21.2666666666666","23.7","6.56666666666666","18.4333333333333","88.8333333333333","547","1.4","0.933333333333333","0.833333333333333","7.3","1.26666666666666","1.63333333333333","93.9333333333333","87.2666666666666","68.4","5169","5705","113500","2.28","53322","20511","5.03333333333333","586.846666666666","5.2","57.1999999999999","238993.666666666","11.7999999999999","50.1333333333333","777","12434","12441","21.4","9379","132591","755","195","395","-1","707","47","627"
"Chippewa County","WI","17.6666666666666","22.1666666666666","5.56666666666666","20.2","92.1333333333333","2707","0.6","1.5","1.73333333333333","1.8","0.0666666666666666","1.23333333333333","94.8666666666666","93.5333333333333","72.8999999999999","25216","28461","160832","2.42","56675","19991","1.36666666666666","671.913333333333","1.73333333333333","57.3333333333333","1287017","14.8666666666666","48.0333333333333","4788","65348","62415","61.9","46683","709943","3487","1039","1807","91","3251","295","2959"
"Chisago County","MN","15.1666666666666","23","5.73333333333333","21.3333333333333","94.2","2503","0.766666666666666","1.26666666666666","1.36666666666666","2.23333333333333","0","1.5","95.0666666666666","93.2","85.8","20017","22052","220000","2.64333333333333","78025","23347","1.86666666666666","654.946666666666","1.66666666666666","57.6","368589","21.6666666666666","48.4333333333333","3805","55753","53887","129.9","-1","312807","3287","923","1683","119","3079","359","2759"
"Chittenden County","VT","14.7999999999999","17.8333333333333","4.7","50","94.2333333333333","10151","0.233333333333333","4.23333333333333","2.46666666666666","2.4","0","2.23333333333333","90.7666666666666","88.8333333333333","63.3","64967","69951","287764","2.33","70425","26039","8.4","357.386666666666","6.53333333333333","52.7333333333333","2258686.33333333","14.0666666666666","51.1","8308","165723","156545","291.7","306607","1972955","12459","4051","6775","547","11151","1435","10191"
"Choctaw County","AL","22.6666666666666","20","5.16666666666666","11.8666666666666","79.3333333333333","495","0.2","0.233333333333333","41.9333333333333","0.933333333333333","-0.666666666666666","0.633333333333333","56.9333333333333","56.2333333333333","81.8333333333333","5374","7351","68800","2.41666666666666","35241","14871","0.5","723.78","0.733333333333333","59.6","-1","22.6666666666666","52.6999999999999","906","12887","13859","15.2","5063","66643","819","215","499","211","579","191","579"
"Choctaw County","MS","21.2666666666666","21.7666666666666","5.33333333333333","16.9333333333333","79.7666666666666","451","0.366666666666666","0.366666666666666","29.6333333333333","1.5","0.0333333333333333","1.33333333333333","68.2666666666666","67.3","76.2","3278","4202","77800","2.48333333333333","34476","14835","0.1","434.143333333333","-0.0666666666666667","60.4666666666666","37883","21.3333333333333","51.3333333333333","476","8262","8547","20.4","-1","16739","531","199","243","119","383","67","407"
"Choctaw County","OK","20.5333333333333","24.3","6.73333333333333","13.6","81.6333333333333","627","18.0333333333333","0.466666666666666","10.7999999999999","4.43333333333333","0.0666666666666666","7.33333333333333","63.3333333333333","60.6333333333333","70.7333333333333","5995","7590","88400","2.46","33057","14183","1.2","942.443333333333","2.19999999999999","56.6666666666666","-1","15.4","51.8","1019","14525","15205","19.7","12047","79207","691","231","367","187","463","87","547"
"Chouteau County","MT","20.1666666666666","23.1666666666666","4.4","26.5","92.1","251","19.6","0.433333333333333","0.2","2.66666666666666","0.1","1.66666666666666","77.9333333333333","76.5","63.3","2256","2926","133532","2.50333333333333","41554","15843","1.8","2732.48333333333","1","58.0666666666666","3943","12.2","50.0666666666666","450","5894","5813","1.5","-1","31231","267","79","159","-1","247","23","219"
"Chowan County","NC","24.3333333333333","20.3","5.13333333333333","21.1666666666666","84.4333333333333","671","0.5","0.766666666666666","34.3333333333333","3.53333333333333","0.2","1.4","62.8","60.1333333333333","66.6","6069","7304","130432","2.30666666666666","42484","17503","3","1131.30666666666","1.13333333333333","60.1333333333333","300787.666666666","19.3333333333333","52.4","1113","13996","14793","85.8","12703","79451","971","307","511","119","807","159","743"
"Christian County","IL","19.6666666666666","20.4666666666666","5.23333333333333","15.9","89.2","1151","0.266666666666666","0.633333333333333","1.6","1.66666666666666","0","1.13333333333333","96.3","94.8999999999999","74.9666666666666","13982","15577","88064","2.26666666666666","50269","18239","1.3","726.983333333333","1.19999999999999","59.4","-1","15.9333333333333","49.1","2837","33984","34800","49.1","22651","273523","1651","503","759","35","1515","123","1375"
"Christian County","KY","12.1666666666666","27.3","9.6","17.1","85.4666666666666","2459","0.7","1.53333333333333","21.7666666666666","7.93333333333333","0.333333333333333","3.43333333333333","72.2","65.7333333333333","49.5666666666666","25783","29906","112164","2.56333333333333","42244","15347","3","670.773333333333","6.2","50.5333333333333","1263221","10.9333333333333","47.1","6234","73250","73955","103.1","-1","679931","2899","975","1387","475","2223","263","2355"
"Christian County","MO","15.5","25.4333333333333","6.26666666666666","27.7","91.8666666666666","4827","0.7","0.666666666666666","0.866666666666666","3.03333333333333","0.1","1.93333333333333","95.7666666666666","93.1333333333333","74.1333333333333","30980","34415","160200","2.67","58042","18807","1.96666666666666","375.933333333333","2.06666666666666","58.1333333333333","183248.333333333","16.8666666666666","51.0666666666666","6483","86593","77422","137.6","48955","464531","4887","1247","2751","215","4527","447","4195"
"Churchill County","NV","18.7333333333333","23.0333333333333","6.56666666666666","18.1333333333333","90.8","843","5.4","3.03333333333333","2.4","14.1","0.366666666666666","4.36666666666666","84.4666666666666","73.1","64.2333333333333","9709","10922","178764","2.45666666666666","55158","18971","6.83333333333333","3390.41666666666","9.53333333333333","55.2666666666666","-1","13.5333333333333","49.2666666666666","3256","25005","24877","5","23919","156751","855","275","363","95","679","103","627"
"Cibola County","NM","15.9333333333333","23.6333333333333","6.46666666666666","12.9333333333333","81.9666666666666","739","43.1666666666666","0.6","1.46666666666666","38.2666666666666","0.1","2.16666666666666","52.4666666666666","19.5333333333333","69.9333333333333","8476","11330","84200","2.99666666666666","38685","13343","3.4","3098.35","26.0666666666666","56.9333333333333","-1","15.4666666666666","48.8333333333333","1630","27233","27213","6","18359","171107","895","419","383","495","331","71","755"
"Cimarron County","OK","24.4","25.0333333333333","5.9","21.3666666666666","82.6333333333333","139","1.2","0.366666666666666","0.633333333333333","22.6333333333333","-0.666666666666666","2.73333333333333","95.1333333333333","73.1666666666666","72.5333333333333","1007","1575","59236","2.22333333333333","43649","19407","9.23333333333333","1454.31","12.6","62.5333333333333","-1","8.46666666666666","49.4","148","2294","2475","1.3","2755","25639","235","119","47","-1","207","-1","203"
"Citrus County","FL","36.2","14.7999999999999","3.73333333333333","17.7333333333333","87.6","6719","0.4","1.66666666666666","3.16666666666666","5.8","0","1.63333333333333","93.0333333333333","87.9","82.1333333333333","62559","79833","126800","2.25666666666666","42524","17991","5.2","450.943333333333","3.93333333333333","56.7333333333333","23882.3333333333","17.2666666666666","51.5333333333333","19805","149021","141236","242.8","76379","947331","6467","2163","3383","583","5687","859","5159"
"Clackamas County","OR","17.9333333333333","21.5333333333333","5.23333333333333","35.5333333333333","93.0666666666666","21955","1.1","4.66666666666666","1.13333333333333","8.8","0.3","3.53333333333333","89.3333333333333","81.7666666666666","70.3333333333333","153779","167409","363600","2.58666666666666","75104","27659","8.23333333333333","1413.83333333333","7.73333333333333","56.7333333333333","3581029.66666666","19.1333333333333","50.7333333333333","27805","412588","375992","201","425007","3416871","23691","8427","11743","2243","20491","2163","20011"
"Claiborne County","MS","15.9","21.2333333333333","6.1","22.2","80.5","263","0.2","0.766666666666666","85.7666666666666","1.33333333333333","0","0.933333333333333","12.3666666666666","11.7333333333333","73","3002","4325","63164","2.85333333333333","27453","9543","0.866666666666666","431.833333333333","1.26666666666666","63","-1","17.2","52.6333333333333","341","9116","9604","19.7","5115","23551","275","107","127","171","71","47","195"
"Claiborne County","TN","19.7","19.2666666666666","5.03333333333333","15.1666666666666","78.2333333333333","1211","0.366666666666666","0.8","1.13333333333333","1.3","0","1.33333333333333","96.3666666666666","95.1666666666666","72.2666666666666","13037","15405","104964","2.34666666666666","35633","14375","1.13333333333333","582.05","1.13333333333333","57.1999999999999","218626.333333333","16.2666666666666","51.0333333333333","1978","31892","32213","74.1","15755","113387","1615","459","1011","43","1535","155","1379"
"Claiborne Parish","LA","18.8333333333333","17.8666666666666","4.96666666666666","12.7","78.0333333333333","567","0.566666666666666","0.5","51.5","1.53333333333333","0","1.33333333333333","46.0666666666666","45.0666666666666","67.2666666666666","5850","7859","75564","2.44999999999999","28852","11179","1.1","630.803333333333","0.266666666666666","61.6666666666666","-1","18.1333333333333","43.2","891","14920","17195","22.8","-1","55791","615","131","299","127","455","51","519"
"Clallam County","WA","29.3","17.0333333333333","4.43333333333333","26.3333333333333","92.1","3215","5.6","1.83333333333333","1.13333333333333","6.33333333333333","0.2","3.96666666666666","87.3333333333333","82.7666666666666","70.2","32242","37086","243264","2.26","50137","20187","5.1","1158.55333333333","3.2","56.2666666666666","248111","14.4","50.5","9007","75675","71404","41.1","75507","541311","4239","1487","1947","295","3711","575","3327"
"Clare County","MI","23.3333333333333","19.8666666666666","5.4","12.1","84.3","1187","0.866666666666666","0.3","0.766666666666666","2.03333333333333","0","1.6","96.4666666666666","94.7","82.0666666666666","12539","23344","87400","2.41666666666666","37264","15047","1.2","1276.85666666666","3.26666666666666","55.6666666666666","169337.666666666","17.8666666666666","50.0666666666666","2796","30788","30926","54.8","23103","174207","1275","387","751","67","1139","83","1103"
"Clarendon County","SC","22.7333333333333","19.4","4.7","14.4","78.2333333333333","1431","0.366666666666666","0.733333333333333","47.7666666666666","3.13333333333333","0","0.966666666666666","50.1333333333333","47.9","75.6333333333333","13002","17771","96632","2.51333333333333","37734","15215","1.96666666666666","637.21","2.33333333333333","60.9333333333333","156801.666666666","19.2666666666666","50.9","2585","32137","34971","57.6","18895","224219","1835","695","1031","723","1075","207","1583"
"Clarion County","PA","19.5333333333333","18.7666666666666","5.06666666666666","20.9","89.3666666666666","1587","0.266666666666666","0.7","1.23333333333333","0.966666666666666","0","1.03333333333333","96.8","96","69.7","15936","20347","113332","2.36","45249","16771","1.06666666666666","587.366666666666","2.4","57.5333333333333","314157.666666666","15.5333333333333","51","2815","37769","39988","66.6","38287","306951","1787","423","1027","35","1627","319","1327"
"Clark County","AR","16.5666666666666","19.0666666666666","5.16666666666666","24.8666666666666","88.7333333333333","883","0.6","0.7","24.4","4.66666666666666","0.0666666666666666","1.53333333333333","72.7333333333333","68.7333333333333","59.5","8409","10543","103264","2.36333333333333","38653","14223","2.73333333333333","663.326666666666","2.93333333333333","51.4","261799.666666666","13.5333333333333","52.3666666666666","1548","21824","22995","26.6","27679","182443","895","259","427","163","647","99","731"
"Clark County","ID","17.8666666666666","24","5.7","11.9333333333333","63.2333333333333","47","2.8","1.06666666666666","1.06666666666666","43.8666666666666","0.133333333333333","2.2","92.7","52.1333333333333","61.4333333333333","296","549","102636","2.85","41836","12571","33.6666666666666","1429.92666666666","32.2666666666666","52.2666666666666","-1","16.4666666666666","48.3666666666666","33","819","982","0.6","-1","-1","31","-1","19","-1","27","-1","27"
"Clark County","IL","19.7","22.4666666666666","5.73333333333333","19.1333333333333","91.7","667","0.2","0.366666666666666","0.5","1.46666666666666","0","0.933333333333333","97.9666666666666","96.6","76.2666666666666","6668","7795","90932","2.35333333333333","53489","20527","1.13333333333333","932.106666666666","0.866666666666666","57.9333333333333","359497","15.2666666666666","50.6","1115","15700","16335","32.6","13275","94447","791","271","331","-1","763","115","611"
"Clark County","IN","15.5666666666666","22.5333333333333","6.3","20.4333333333333","88.3333333333333","4815","0.4","1.13333333333333","8.06666666666666","5.53333333333333","0.1","2.46666666666666","87.9","83.0333333333333","71.2666666666666","43634","50782","137664","2.59333333333333","53916","19371","3.63333333333333","586.596666666666","3.33333333333333","59.1999999999999","1584430.33333333","15.4666666666666","51.1666666666666","8259","118814","110232","295.6","-1","1209555","5375","1803","2823","439","4667","579","4491"
"Clark County","KS","21.2666666666666","25.5","6.73333333333333","26.1333333333333","93.8999999999999","147","1.46666666666666","1.46666666666666","0.566666666666666","10.6","0.1","2.63333333333333","93.8333333333333","83.8","73.6666666666666","896","1131","70532","2.26333333333333","49273","18815","2.89999999999999","789.67","3.2","57","-1","9.79999999999999","50.8","175","2044","2215","2.3","307","6035","139","27","59","-1","107","-1","111"
"Clark County","KY","17.5666666666666","22.4","5.93333333333333","19.8666666666666","84.9666666666666","1491","0.266666666666666","0.633333333333333","4.89999999999999","3","0","1.53333333333333","92.6666666666666","90.1","66.5333333333333","14502","15923","143932","2.44333333333333","51917","19199","1.43333333333333","465.163333333333","1.66666666666666","54.3333333333333","677335","16.4","51.3","2346","36566","35613","141.1","37667","314335","1775","675","883","75","1623","155","1499"
"Clark County","MO","20.7","22.7666666666666","5.83333333333333","12.5333333333333","85.9333333333333","299","0.2","0.433333333333333","0.366666666666666","0.866666666666666","0","1.23333333333333","97.7","96.9333333333333","75.5333333333333","2689","3488","83764","2.52333333333333","46004","17659","1","614.98","3.6","60.1333333333333","-1","16.9333333333333","49","520","6729","7139","14.1","2959","78111","371","51","303","-1","363","55","303"
"Clark County","NV","14.5","23.2666666666666","6.26666666666666","23.7","85.3666666666666","126255","1.2","10.2333333333333","12.6","31.1666666666666","0.866666666666666","4.7","70.4","42.9","54","759034","904026","230132","2.75666666666666","57181","20467","22.0666666666666","5452.22","22.4","54.1999999999999","3782507.66666666","16.4666666666666","50.0666666666666","145640","2200201","1951269","247.3","16189219","18647771","110843","41919","55591","41711","64591","10659","94959"
"Clark County","OH","19.0999999999999","22.4666666666666","5.9","18.3333333333333","87.8333333333333","4415","0.366666666666666","0.7","9","3.43333333333333","0.1","2.93333333333333","86.9666666666666","84.1333333333333","66.3333333333333","54787","61232","112464","2.42333333333333","48292","18043","2.06666666666666","521.793333333333","2.06666666666666","54.0666666666666","1888273.66666666","14.6666666666666","51.5","12291","136186","138333","348","131331","1027675","5871","2071","3043","479","5083","599","4859"
"Clark County","SD","21.3333333333333","25.9","9.7","18.9666666666666","90.1333333333333","191","0.466666666666666","0.433333333333333","1.46666666666666","3.26666666666666","-0.666666666666666","0.966666666666666","96.6666666666666","93.8333333333333","79.2333333333333","1507","1831","91264","2.33","49007","20659","2.66666666666666","1030.82333333333","2.8","59.4666666666666","-1","13.7333333333333","48.9","211","3773","3691","3.9","887","23191","303","99","175","-1","291","27","251"
"Clark County","WA","15.2666666666666","24.0666666666666","6.1","29.0666666666666","92.2333333333333","22307","1.16666666666666","4.86666666666666","2.33333333333333","9.7","0.866666666666666","4.2","86.5","78.3333333333333","66.3333333333333","169391","183974","295500","2.69333333333333","69577","23903","10.4","419","9.66666666666666","54.9333333333333","-1","17.8666666666666","50.5666666666666","34094","485876","425363","676.2","367131","2850967","22983","7655","11099","2687","19207","1703","19627"
"Clark County","WI","16.6666666666666","29.3666666666666","8.13333333333333","12.2666666666666","82.1666666666666","1583","0.766666666666666","0.5","0.566666666666666","4.86666666666666","0","0.9","97.2333333333333","92.8","78.3","12876","15182","122032","2.64333333333333","50432","16919","2.63333333333333","806.213333333333","11.2","59.2666666666666","1347356.33333333","14.3333333333333","49.5","1967","34579","34690","28.7","11883","173715","2127","475","1351","-1","2083","307","1743"
"Clarke County","AL","19.6666666666666","21.7333333333333","5.73333333333333","11.8666666666666","79.8333333333333","963","0.533333333333333","0.433333333333333","44.7333333333333","1.3","0","0.933333333333333","53.3333333333333","52.4333333333333","71.0333333333333","9271","12763","103532","2.61666666666666","34721","14815","0.233333333333333","959.813333333333","0.266666666666666","61.6666666666666","454194.333333333","17.4","52.8","1311","23709","25833","20.9","18643","227351","1611","595","823","459","1071","111","1343"
"Clarke County","GA","10.7666666666666","17.2666666666666","5.33333333333333","42.5","87.0333333333333","6175","0.4","4.2","28.1","10.9333333333333","0.1","2.1","65.0333333333333","55.4666666666666","40.6333333333333","46346","53013","166000","2.44333333333333","36768","15883","10.1333333333333","415.59","9.79999999999999","46.4666666666666","1336502.33333333","12.6","52.5","4925","126090","116714","979.1","205031","1122771","6263","2307","3307","1959","4023","575","5263"
"Clarke County","IA","18.6666666666666","25.1666666666666","6.5","15.4333333333333","87.6333333333333","363","0.9","0.766666666666666","1.16666666666666","14.3","0.166666666666666","1.43333333333333","95.6","82.5333333333333","70.6","3820","4320","101832","2.39666666666666","50688","18275","6.03333333333333","407.43","7.79999999999999","54.7333333333333","-1","15.5999999999999","49.2666666666666","639","9569","9286","21.5","45027","100707","507","191","271","-1","471","83","387"
"Clarke County","MS","20.0333333333333","22.3","5.83333333333333","12.2333333333333","80.9333333333333","703","0.466666666666666","0.2","34.5333333333333","1.1","0","0.7","64","63.1","83.5666666666666","6261","7994","76564","2.55333333333333","39258","15991","0.366666666666666","669.18","0","61.8","-1","19.5999999999999","52.9","1131","15843","16732","24.2","-1","42367","719","223","455","195","503","51","635"
"Clarke County","VA","20.5666666666666","20.1333333333333","4.7","31.9","89.0666666666666","947","0.6","1.33333333333333","4.83333333333333","5.73333333333333","0.1","2.5","90.6666666666666","85.8666666666666","76.5666666666666","5600","6353","345632","2.52333333333333","79213","27551","3.63333333333333","117.12","3.73333333333333","59.7333333333333","59851.6666666666","25.0666666666666","50.3333333333333","1279","14663","14034","79.7","-1","54303","1063","383","559","79","959","155","867"
"Clatsop County","OR","22.0333333333333","18.9333333333333","5.03333333333333","24","91.8999999999999","2015","1.36666666666666","1.6","0.9","8.43333333333333","0.3","3.13333333333333","92.7666666666666","85.4333333333333","62.3666666666666","15781","22449","274764","2.38666666666666","51483","19835","5","688.593333333333","4.6","54.6","603891","13.2","50.5333333333333","3663","39870","37039","44.7","140067","469415","2539","819","1119","155","2259","335","1919"
"Clay County","AL","20.4666666666666","20.6666666666666","5.3","10.1333333333333","76.6333333333333","551","0.6","0.3","14.0333333333333","3.33333333333333","-0.666666666666666","2","83.0666666666666","80.1","75.3333333333333","5349","6800","98500","2.47333333333333","38562","15679","2.06666666666666","656.59","1.8","60.6666666666666","-1","19.0666666666666","51.0666666666666","780","14008","13932","23.1","3175","45119","579","171","383","79","483","107","459"
"Clay County","AR","21.7333333333333","20.9333333333333","5.23333333333333","11.5666666666666","80.3666666666666","559","0.533333333333333","0.2","0.8","2.06666666666666","0","1.43333333333333","97","95.1666666666666","69.1333333333333","6570","8021","72400","2.29333333333333","35322","15003","0.833333333333333","508.533333333333","0.599999999999999","57.4","-1","14.2666666666666","51.1666666666666","1058","14742","16083","25.2","-1","119623","687","219","351","19","643","51","575"
"Clay County","FL","15.6","23.4","5.43333333333333","24.5999999999999","91.2666666666666","9843","0.5","3.13333333333333","12.0333333333333","10","0.2","3.16666666666666","81","72.7333333333333","75.5333333333333","72157","80891","176464","2.82666666666666","63654","20319","6.8","690.033333333333","7","54.5333333333333","-1","22.1333333333333","50.7333333333333","26278","212094","190865","315.8","159019","1272983","8403","3143","4247","1719","6371","1271","6583"
"Clay County","GA","25.9666666666666","20.1333333333333","5.93333333333333","10.9666666666666","79.3","107","0.366666666666666","0.566666666666666","60.1","1.5","0.1","0.866666666666666","38.0666666666666","36.7333333333333","70.8","1239","2111","71700","2.38333333333333","21944","11355","2.06666666666666","268.539999999999","1.6","63.6666666666666","-1","15.8666666666666","53.1666666666666","218","2934","3183","16.3","-1","8327","107","47","55","51","55","-1","95"
"Clay County","IA","20.6","22.7333333333333","6.1","21.2666666666666","93.4333333333333","883","0.3","0.766666666666666","0.833333333333333","3.8","0","1.13333333333333","96.9","93.3666666666666","69.8666666666666","7188","8232","117864","2.22666666666666","50023","19163","2.4","466.673333333333","2.13333333333333","54.1333333333333","213391.666666666","10.9333333333333","50.8333333333333","1184","16431","16667","29.4","16583","208683","1263","307","683","27","1163","91","1011"
"Clay County","IL","20.1333333333333","22.7","6.16666666666666","14.6666666666666","87.9","623","0.266666666666666","0.833333333333333","0.566666666666666","1.56666666666666","-0.666666666666666","0.966666666666666","97.3999999999999","95.9666666666666","76.2","5626","6421","81432","2.33","45880","17875","0.633333333333333","482.99","0.866666666666666","58.8666666666666","508723.666666666","14.3333333333333","50.5666666666666","942","13368","13815","29.5","8339","75527","911","203","555","35","847","75","763"
"Clay County","IN","17.6666666666666","22.9666666666666","6.16666666666666","16","89.8","935","0.3","0.4","0.666666666666666","1.43333333333333","0.0666666666666666","1.2","97.3666666666666","96.1","77.1333333333333","10438","11742","98032","2.48999999999999","52566","17503","0.766666666666666","393.796666666666","0.866666666666666","59.2666666666666","346905","19","50.5333333333333","1842","26498","26890","75.2","14255","208459","1155","335","643","15","1099","111","987"
"Clay County","KS","22.9666666666666","23.3333333333333","6.06666666666666","24.7","93.6666666666666","431","0.566666666666666","0.466666666666666","0.9","2.66666666666666","0.1","1.8","96.1333333333333","93.8333333333333","72.9333333333333","3475","4100","93900","2.32333333333333","51029","19487","1.3","797.483333333333","1.13333333333333","56.8","-1","12.5333333333333","50.3666666666666","942","8185","8535","13.2","4599","62807","523","163","207","-1","499","63","399"
"Clay County","KY","14.9","21.0333333333333","6","9.53333333333333","64.3333333333333","779","0.2","0.2","4.16666666666666","2.06666666666666","0","1.1","94.2666666666666","92.5333333333333","70.4666666666666","7517","9012","55336","2.55666666666666","25187","10259","0.9","458.53","0.666666666666666","58.9333333333333","-1","21.2666666666666","47.5333333333333","819","20615","21730","46.3","-1","92527","1147","499","487","19","1103","107","1003"
"Clay County","MN","13.1666666666666","24.2666666666666","6.96666666666666","32.9","94.5","2827","1.73333333333333","1.4","3.5","4.56666666666666","0.1","2.4","90.8666666666666","87.1","68.1","23727","26413","183132","2.46333333333333","60982","20511","4.3","905.139999999999","4.26666666666666","55.4666666666666","272882.333333333","13.1333333333333","50.4666666666666","3279","63974","58999","56.4","45887","443379","3063","1087","1603","83","2855","255","2587"
"Clay County","MO","13.8666666666666","24.2666666666666","6.36666666666666","32.3333333333333","92.8","11043","0.6","2.43333333333333","6.86666666666666","6.93333333333333","0.366666666666666","2.86666666666666","86.8666666666666","80.8666666666666","69.4666666666666","89802","98110","167832","2.60666666666666","67316","23039","5","428.133333333333","4.53333333333333","55.1333333333333","5763569","15.2","50.9333333333333","16183","246782","221939","558.6","504275","2574731","11887","4163","6087","1359","9987","1231","9759"
"Clay County","MS","18.0333333333333","23","5.83333333333333","19.5666666666666","80.8333333333333","851","0.2","0.333333333333333","59.0666666666666","1.53333333333333","0","0.766666666666666","39.6","38.7333333333333","71.3666666666666","7662","9290","86800","2.56333333333333","31476","13731","0.5","376.2","0.266666666666666","60.4666666666666","437707","14.6666666666666","53.1333333333333","1076","19169","20634","50.3","15075","110267","1003","423","487","427","519","119","823"
"Clay County","NC","30.6666666666666","17.0666666666666","4.36666666666666","22.6666666666666","87.7666666666666","723","0.6","0.333333333333333","1.23333333333333","3.6","0.0666666666666666","1.53333333333333","96.2","93","78.9","4807","7364","171764","2.24333333333333","41088","18975","2.86666666666666","374.523333333333","1.33333333333333","62","-1","14.9333333333333","51.1999999999999","1145","10917","10587","49.3","5735","89627","819","275","387","-1","767","83","671"
