"County","State","Age.Percent 65 and Older","Age.Percent Under 18 Years","Age.Percent Under 5 Years","Education.Bachelor's Degree or Higher","Education.High School or Higher","Employment.Nonemployer Establishments","Ethnicities.American Indian and Alaska Native Alone","Ethnicities.Asian Alone","Ethnicities.Black Alone","Ethnicities.Hispanic or Latino","Ethnicities.Native Hawaiian and Other Pacific Islander Alone","Ethnicities.Two or More Races","Ethnicities.White Alone","Ethnicities.White Alone	 not Hispanic or Latino","Housing.Homeownership Rate","Housing.Households","Housing.Housing Units","Housing.Median Value of Owner-Occupied Units","Housing.Persons per Household","Income.Median Houseold Income","Income.Per Capita Income","Miscellaneous.Foreign Born","Miscellaneous.Land Area","Miscellaneous.Language Other than English at Home","Miscellaneous.Living in Same House +1 Years","Miscellaneous.Manufacturers Shipments","Miscellaneous.Mean Travel Time to Work","Miscellaneous.Percent Female","Miscellaneous.Veterans","Population.2020 Population","Population.2010 Population","Population.Population per Square Mile","Sales.Accommodation and Food Services Sales","Sales.Retail Sales","Employment.Firms.Total","Employment.Firms.Women-Owned","Employment.Firms.Men-Owned","Employment.Firms.Minority-Owned","Employment.Firms.Nonminority-Owned","Employment.Firms.Veteran-Owned","Employment.Firms.Nonveteran-Owned"
"Roger Mills County","OK","20.15","25.0499999999999","6.44999999999999","17.95","89.85","188","6.69999999999999","0.55","0.649999999999999","7.15","0.1","2.55","89.45","83.9","76.9","1341","1904","95448","2.735","52595","15431","2.05","890.32","1.65","44.2","-1","8.25","49.85","201","3602","3647","3.2","-1","15818","209","119","65","-1","197","11","182"
"Rogers County","OK","16.05","23.8","5.75","23.95","91.2","3527","13.3999999999999","1.4","1.3","4.6","0.1","8.35","75.5","71.95","78.55","33722","37666","152948","2.62","61978","16073","2.35","623.53","2.1","42.55","1520057","12.25","50.2","7799","92527","86905","128.6","154103","388646","3584","1151","1748","605","2726","323","2990"
"Rolette County","ND","11.2","33.75","9.45","19.75","84.65","311","77.2","0.15","0.45","1.85","0","2.7","19.5","19.0499999999999","70.75","4681","5537","73699","3.03","37246","10241","0.35","44799.245","0.75","45.2","-1","7.25","50.5","631","13404","13937","15.4","21527","66428","434","218","182","239","173","47","368"
"Rooks County","KS","21.85","22.75","5.94999999999999","22","90.1","266","0.4","0.6","0.7","2.45","0.1","1.45","96.6999999999999","94.6","75.95","2265","2754","70648","2.19","45932","13208","0.85","625.53","0.25","44.15","-1","7.05","51.0999999999999","408","5038","5181","5.8","1568","34616","323","59","182","-1","311","32","278"
"Roosevelt County","MT","11.15","32.75","9.75","15.5499999999999","85.7","242","59.25","0.5","0.35","3.3","0","3.55","36.4","35.3","60.9","3207","4110","91250","3.335","40055","9326","1.1","1465.225","1.85","43.85","-1","6.85","49.8","579","11065","10425","4.4","6860","79601","353","107","188","80","251","38","293"
"Roosevelt County","NM","13.6499999999999","24.5499999999999","7.19999999999999","22.5","80.2","410","2.25","1.55","2.7","41.6","0.25","2.34999999999999","91","52.25","59.55","6929","8446","114750","2.65","40732","10061","9.85","1613.67","13.75","36.45","224906.5","7.9","50.15","1102","19365","19846","8.1","10232","78413","572","155","251","152","377","50","458"
"Roscommon County","MI","31.65","14.95","3.7","14.2","87.5","752","0.85","0.649999999999999","0.649999999999999","1.8","0","1.4","96.45","94.95","81.55","11380","24489","100100","2.09499999999999","37693","12902","1.9","3230.345","0.3","42","65862","11.95","50","2874","23709","24449","47.1","19886","165704","1076","278","656","14","1001","140","848"
"Roseau County","MN","16.9","24.4","5.9","19.1","91.85","581","1.75","2.75","0.55","1.3","0","1.8","93.15","92.1","79.85","6192","7537","118299","2.465","56480","15095","3.5","1181.13999999999","1.29999999999999","44.35","1041076","8.15","48.7","1134","15505","15629","9.3","14081","135608","782","191","431","17","737","32","698"
"Rosebud County","MT","15.05","28.95","8.45","20.05","89.55","221","38","0.75","0.35","4.75","0","3.05","57.75","56.1","68.85","3217","4125","112898","2.84","53388","12458","1.6","2708.49","4.4","45.15","-1","6.15","49.65","705","8828","9233","1.8","5396","28181","344","89","146","50","263","35","269"
"Ross County","OH","16.15","21.45","5.5","14.75","85.85","1940","0.3","0.55","5.85","1.25","0","2.5","90.75","89.8","71.7","28554","31904","117448","2.5","47176","12455","0.85","581.505","0.449999999999999","42.15","1964256","12.4","47.65","6508","77126","78064","113.3","57593","469457","2732","770","1613","89","2492","266","2249"
"Routt County","CO","14.45","18.5","4.4","48.9","96.85","1967","0.649999999999999","0.85","0.85","6.95","0.1","1.5","96.05","89.85","70.9","9626","16750","462700","2.47499999999999","69721","21884","4.25","1534.13","2.64999999999999","42.6","8713","9.5","47.85","1219","24345","23509","10","120710","180470","2477","764","1268","104","2276","125","2189"
"Rowan County","KY","13.95","19.4","5.5","24.45","80.65","713","0.2","0.8","1.85","1.65","0","1.2","96","94.55","62.5","8464","10267","110449","2.495","36733","10241","1.65","500.46","1.79999999999999","39.8","145957","10.65","51.55","1204","24156","23333","83.4","23201","169496","1145","419","545","29","1046","56","1022"
"Rowan County","NC","17.1","22.45","5.69999999999999","17.75","83.3","4742","0.6","1.15","16.75","8.8","0.1","1.65","79.75","72.15","69.05","52570","61303","133299","2.55999999999999","45668","12812","5","620.55","4.2","42.65","1928320","12.3","50.65","9894","142752","138428","270.7","81578","597299","5285","1730","2807","770","4268","542","4379"
"Runnels County","TX","20.8","23.6","5.65","16.5","78.4","413","1.7","1.04999999999999","2.6","34.3499999999999","0.05","1.2","93.35","61.45","72.1999999999999","3857","5260","70248","2.625","41303","12200","4.8","524.975","5.9","45.15","148938","11.2","49.65","760","10158","10501","10","-1","69896","590","170","320","134","419","59","485"
"Rush County","IN","18.0499999999999","22.95","5.65","14.5","87.25","575","0.3","0.4","1","1.6","0","1.15","97.1","95.8","71.65","6772","7484","108648","2.465","50872","13148","0.6","2541.74","0.85","43.95","-1","12.45","50.7","1194","16823","17392","42.6","7367","54044","719","194","395","14","671","104","533"
"Rush County","KS","24.7999999999999","19.95","4.75","21.5499999999999","91.4","125","0.9","0.3","0.45","3.75","0.05","1.6","96.6999999999999","93.4","75.4","1475","1852","64050","2.075","45295","13274","0.75","714.53","0.6","44.6","-1","9.5","49.65","264","3077","3307","4.6","743","14531","191","53","83","-1","179","-1","158"
"Rusk County","TX","16","22.65","6","14.65","80.1999999999999","1679","1.05","0.7","17.6","16.8","0.1","1.7","78.9","63.65","76.9","17940","21612","108948","2.715","50492","13328","6.7","461.515","6.75","40.2","166530.5","12.9","46.7","3791","53071","53330","57.7","-1","221051","1319","464","629","254","989","113","1118"
"Rusk County","WI","23.45","20.7","5.25","15.45","87.3","506","0.649999999999999","0.35","0.95","1.85","0","1.3","96.6999999999999","95.1","77.9","6403","9150","110100","2.205","43095","12926","1.3","456.295","0.899999999999999","43.1","211750.5","11.45","49.45","1246","14261","14755","16.2","4472","72647","653","170","356","-1","629","20","596"
"Russell County","AL","13.65","24.7","7.25","16.9","82.1","1652","0.649999999999999","0.85","44.2","5.4","0.25","2.55","51.5","47.65","60.75","22201","27450","113199","2.535","39293","11732","2.95","536.155","2.8","40.5","604575.5","11.8999999999999","51.7","5899","59398","52947","82.6","35117","249854","2270","968","1163","875","1328","311","1892"
"Russell County","KS","23.5499999999999","21.65","6.05","22.45","89.35","416","1.05","0.8","1.2","3.2","0","1.75","95.15","92.3","76.65","3167","3890","79199","2.16","40951","13043","1.45","704.255","1.6","42.4","-1","7.9","50.3499999999999","538","6824","6970","7.9","5807","38228","542","197","275","17","506","26","497"
"Russell County","KY","19.5499999999999","22.5499999999999","6.19999999999999","13.3","76.15","677","0.45","0.45","0.8","3.8","0","1.2","97.05","93.65","74.25","7096","10060","90800","2.465","34053","10334","2.35","131.97","1.2","45.85","202024","9.4","50.95","1049","17882","17565","69.2","8084","92942","773","218","434","11","725","53","659"
"Russell County","VA","20.65","19.2","4.95","11.35","77.5","575","0.25","0.2","1.05","1.25","0","0.75","97.6999999999999","96.75","77.15","11002","13468","94550","2.495","36815","10802","1","236.41","0.5","45.9","-1","13.5","51.2","1365","26904","28897","61","9662","116582","812","218","512","20","761","26","743"
"Rutherford County","NC","20.85","20.85","5.19999999999999","17.4","82.6999999999999","2060","0.4","0.6","9.9","4.44999999999999","0.1","1.95","87.15","83.3","71.45","26950","34232","113448","2.44","39469","11987","2.75","776.855","2","42.9","336230.5","12.3","51.65","4840","65523","67810","120.2","35921","300038","2516","752","1439","233","2180","263","2117"
"Rutherford County","TN","10.2","24.75","6.5","30.25","90.75","12266","0.5","3.45","15.15","7.94999999999999","0.1","2.55","78.15","71.35","66.4","104201","117491","186148","2.755","61413","15077","7.2","751.75","5.15","41","5769484.5","14.05","50.8","18578","315195","262604","424","251336","1757669","9785","3428","5423","1652","7817","971","8276"
"Rutland County","VT","21.0499999999999","18","4.5","29.4","91","2471","0.3","0.85","0.649999999999999","1.45","0","1.45","96.7","95.5","70.55","25547","34199","177100","2.265","52703","15695","2.4","464.41","1.75","45.45","306555.5","10.8","50.7","4388","60329","61642","66.3","65036","541388","3365","1031","1793","74","3134","329","2828"
"Sabine County","TX","29.8","18.35","4.55","15.5","82.5","350","0.9","0.4","7.2","4.6","0.05","1.6","89.85","85.85","87.7","4236","8216","92799","2.465","33977","12434","1.45","245.195","1.25","41.8","-1","13.5999999999999","50.9","1344","10122","10834","22","1949","32795","296","113","131","32","239","17","242"
"Sabine Parish","LA","19.85","23.75","6.25","13.15","82.8","686","9","0.35","16.85","3.84999999999999","0","3.85","69.9","67.8","72.4","9169","14871","84798","2.59","37745","11342","1.35","639.855","0.799999999999999","44.4","-1","17.3","50.5","1798","23179","24233","28","-1","108596","728","230","386","170","533","83","605"
"Sac County","IA","23.1","22.4","5.7","19.55","92.1","431","0.2","0.45","0.35","3.3","0.15","1.1","97.75","94.75","80.4","4375","5404","87749","2.24","53160","16136","1.54999999999999","439.68","1.1","44.1","99007","8.6","50.75","808","9927","10350","18","-1","50819","506","179","200","-1","485","26","452"
"Sacramento County","CA","13.65","23.9","6.5","29.45","86.8","56675","1.5","16.4","10.9","23.05","1.25","6.25","63.6999999999999","45.2","56.55","530134","570389","293048","2.74","61106","16373","20.4","585.125","15.85","41.95","3480339","13.3999999999999","51.1","85932","1533539","1418788","1470.8","1211336","7613639","55085","20006","29420","21767","31406","4538","48287"
"Sagadahoc County","ME","21.15","19.25","4.75","34.3499999999999","93.7","1688","0.45","0.9","0.85","1.7","0","1.7","96.1","94.65","75.3","15499","18732","201550","2.26499999999999","60213","17336","3.1","427.395","1.79999999999999","43.85","-1","11.1499999999999","51.45","3869","35870","35293","139.1","27434","232751","2042","629","1154","56","1919","233","1667"
"Saginaw County","MI","18.45","21.7","5.8","19.95","88.2","5318","0.55","1.35","19.35","8.39999999999999","0.1","2.25","76.4499999999999","69.55","72","78171","87407","99549","2.425","45163","14012","2.34999999999999","840.71","1.75","43","2261632","10.6","51.45","13668","192570","200169","250.2","186911","1456655","7655","3020","3587","1757","5468","560","6551"
"Saguache County","CO","21.7","21.8","5.95","22.95","80.55","296","3.3","0.9","1","37.3499999999999","0.05","2.85","91.95","57.75","69.2","2776","4128","144049","2.295","36583","11255","10.5","1877.55","13.25","44.25","-1","9.65","49.9","497","6280","6108","1.9","572","11636","368","113","194","17","338","38","320"
"Salem city","VA","18.05","19.5","4.9","29.35","89.05","-1","0.199999999999999","1.79999999999999","7","3.25","0.05","2.45","87.95","85.65","65.1","9908","5427","176099","2.30999999999999","52948","15959","4.15","6.72","1.95","41.95","667862","9.8","52.85","1985","25417","24802","1717.95","37793","253883","1019","272","524","104","818","80","797"
"Salem County","NJ","18.1","21.7999999999999","5.65","20.7","87.4","1460","0.55","1.05","14.75","8.9","0","2.25","81.35","74.4","71.4","24469","27585","187401","2.575","63279","17021","4.15","281.98","3.45","44.4","-1","12.7","51.15","4696","64775","66083","199.1","44621","313517","1877","473","1115","197","1568","155","1553"
"Saline County","AR","17.65","23.45","5.85","25.0499999999999","89.9","4223","0.6","1.2","7.5","4.65","0.1","1.5","89.1","85","77.9","42679","48141","147699","2.65","59878","15275","2.7","565.01","2.05","42.85","-1","12.4","51.1","9750","119565","107118","148","64136","702416","4415","1334","2375","377","3929","440","3797"
"Saline County","IL","19.85","21.5499999999999","6.1","16.9","85.8","710","0.45","0.6","3.94999999999999","1.7","0.1","2","92.9","91.65","73.35","10075","11656","72150","2.37","40944","12668","1.15","548.15","1.2","43.2","-1","11.3","50.75","1881","24192","24913","65.6","18620","176795","854","254","416","38","743","62","704"
"Saline County","KS","17","23.75","6.55","25.6","90.25","1721","0.8","2.4","3.6","11.35","0.1","3.05","90.05","79.9499999999999","66.9","22068","24323","128149","2.42999999999999","49705","14405","5.5","642.12","4.45","41.2","-1","6.85","50.3499999999999","4045","55029","55606","77.2","59774","560189","2186","659","1064","125","1871","161","1820"
"Saline County","MO","17.65","22.7","5.9","18.2999999999999","83.4","614","0.85","0.9","5.3","10.35","1.2","2.5","89.2","80.2","68.6999999999999","8518","10127","96149","2.545","42117","11468","5.95","822.915","4.3","41.85","373764.5","8.6","50.2","1542","23341","23370","30.9","8756","126518","761","206","425","44","665","128","539"
"Saline County","NE","15.2","25.0499999999999","6.9","16.45","83.45","413","1.54999999999999","2.6","1.7","24.8","0.5","1.3","92.35","70.35","68.1","5102","5841","96848","2.61","47805","12311","13.25","528.56","10.9","41.2","1087489","9.65","48.9","786","14270","14200","24.7","5285","64595","581","164","227","38","521","38","512"
"Salt Lake County","UT","10.3999999999999","27.45","7.65","33.3","89.9","46523","1.35","4.25","2.1","18.3","1.7","2.75","87.8","71.4499999999999","67.1999999999999","359452","393964","268898","3","67710","16616","12.45","370.64","10.1","41.3","11030198","10.7","49.8","44466","1138488","1029655","1387.1","1085432","8589209","50321","15554","27320","6527","41423","4031","43454"
"Saluda County","SC","19.3","21.65","6.1","14.6","77.5","518","1.45","0.35","26.1","15.4","1","1.35","69.75","58.15","73.4499999999999","7056","9380","99499","2.8","42114","11405","8.95","492.34","6.85","46.1","-1","15","49.65","1305","19444","19875","43.9","-1","57542","521","179","263","116","395","44","443"
"Sampson County","NC","17.15","24.5","6.5","13.1499999999999","77.15","1832","3.4","0.6","26.8","19.5","0.3","2.05","67","51.25","69.25","23375","27538","89248","2.675","39322","11435","9.6","640.339999999999","8.6","43","410916","12.8499999999999","50.8","3888","61545","63431","67.1","-1","296504","1802","602","1052","470","1262","227","1478"
"San Augustine County","TX","26.15","19.95","5.55","13.2","79.75","266","0.75","0.45","22.05","7.55","0","1.65","75.2","68.6999999999999","77.6","3362","5423","78048","2.48","34369","11840","2.15","264.83","1.79999999999999","42.9","-1","13.35","51","829","8265","8865","16.7","-1","29093","254","92","128","50","194","17","218"
"San Benito County","CA","12.25","26.15","6.6","18.95","78.7","1868","3.1","3.7","1.45","59.55","0.4","3.45","87.9","34.4","62.65","17565","19046","447250","3.295","76596","16586","20","841.335","19.35","43.8","295549.5","17.35","49.8499999999999","2667","61237","55269","39.8","24941","172595","1931","797","845","701","1151","146","1658"
"San Bernardino County","CA","11.1","26.65","7.15","19.85","79.1","77021","2.05","7.65","9.45","53.05","0.5","3.5","76.9499999999999","28.95","60.8499999999999","619959","719847","275250","3.31","58725","12605","21.05","10602.1699999999","20.55","42.9","8795805","15.3","50.2","97631","2147134","2035210","101.5","1428977","12190241","80249","31673","40529","49142","28832","5558","72050"
"San Diego County","CA","13.6","21.85","6.35","36.7","86.45","146468","1.3","12.25","5.55","33.65","0.6","4.44999999999999","75.85","45.85","53.55","1100882","1210701","482899","2.85","70969","19034","23.4","2427.93","18.3","41.85","16660230","12.75","49.75","225700","3281032","3095313","735.8","5201909","19893032","146711","52664","77207","53234","87875","12674","127604"
"San Francisco County","CA","15.25","13.4","4.55","55.25","87.4","50297","0.75","35.45","5.69999999999999","15.25","0.5","4.35","53.3","40.7","37.1","353849","396488","921198","2.335","94024","34439","34.95","187.815","20.95","42.3","-1","16.4","49.05","26550","863215","805235","17179.1","3071372","7316324","58400","20066","31931","23063","32351","3188","52478"
"San Jacinto County","TX","21.25","21.7999999999999","5.45","11.6","81.7","1019","0.95","0.5","9.9","13.25","0.05","2","86.45","74.6","81.8","9734","13909","101148","2.8","43863","11654","4.6","284.12","5.9","43.05","-1","20.95","49.9","2179","27249","26384","46.3","2174","29822","812","278","470","137","665","137","638"
"San Joaquin County","CA","12.45","27.3","7.1","18.45","78.3","21449","2","16.65","8.2","41.25","0.75","5.35","67.1","32.25","57.45","222064","243089","275050","3.155","58906","13760","23.2","948.844999999999","19.95","42.9","4606213.5","16.6","50.15","32145","747415","685306","492.6","404300","3529745","20969","7469","10979","10235","9956","1724","18329"
"San Juan County","CO","23.1","13.05","2.9","30.25","94.1","62","1.05","1.05","0.2","13.35","-0.5","3","94.75","82.65","61.2","306","775","282350","2.045","47104","17249","3.05","447.164999999999","8","44.5","-1","3.75","44","60","714","699","1.8","3116","3392","158","71","68","-1","128","-1","125"
"San Juan County","NM","14.35","26.65","6.8","15.05","83.25","2522","40.2","0.6","0.85","20.05","0.1","2.8","55.55","39.05","72.65","42166","50548","149948","2.99","49357","11615","3.2","2966.63","15.5","43.5","134290","11.4","50.55","7389","122723","130044","23.6","100919","900803","4088","1469","1823","1370","2426","371","3401"
"San Juan County","UT","13.4","30.75","7.65","18.35","83.85","413","47.8","0.649999999999999","0.4","5.44999999999999","0.1","2.15","48.9","45.45","80.9","4261","5949","128549","3.44","42943","9491","1.5","3909.495","19.55","45.65","-1","10.7","50.1","582","14885","14746","1.9","32516","34367","503","158","230","98","383","32","434"
"San Juan County","WA","32.3","13.3999999999999","2.9","47.45","95.2","1418","1","1.5","0.7","6.35","0.15","2.55","94.2","88.7","73.05","8002","14051","480850","2.01","58497","22886","7.05","86.46","2.9","42.2","-1","7.65","51.8","1514","16900","15769","90.7","33908","75293","1820","587","749","104","1604","107","1574"
"San Luis Obispo County","CA","19.2","17.8","4.65","33.45","90.4499999999999","13070","1.4","3.9","2.1","22.45","0.2","3.5","88.9","69","60","104065","121552","500298","2.505","66107","18614","10.25","1870.465","8.5","40.6","1427014","10.35","49.25","19006","280751","269637","81.7","412385","1812014","14312","4640","7271","2474","11228","1292","12167"
"San Mateo County","CA","15.65","20.85","5.8","47.7","89.1","36842","0.9","29.15","2.9","24.65","1.55","4.6","61","39.55","59.8","260740","276992","905800","2.83","105419","30770","34.4","903.055","22.35","43.5","-1","14.1499999999999","50.65","28681","761509","718451","1602.2","1276424","5665307","37751","13295","19952","15455","20444","2570","33320"
"San Miguel County","CO","12.95","18.1","4.4","56.45","96.4499999999999","881","1.35","0.85","0.8","10.5","0.1","1.75","95.15","86.15","62.7","3393","6862","463648","2.285","65316","23762","9.5","1092.99","7.35","43","5431.5","8.75","47.05","360","7954","7359","5.7","38594","39851","1106","278","614","56","1013","98","956"
"San Miguel County","NM","20.5","18.7","4.95","20.5","83.6","632","3.2","1.3","2","77.4","0.2","1.95","91.45","18.45","69.9","11522","15804","125850","2.315","29610","10379","3.8","2694.94","26.35","43.75","4558","10.05","50.5","2212","27720","29393","6.2","17219","110462","830","344","374","467","311","62","710"
"San Patricio County","TX","14.75","26.85","7.05","15.1499999999999","78.45","2447","0.95","1.15","2.15","57.25","0.15","1.45","94.15","38.9","68.4499999999999","22522","27931","105949","2.9","53606","13025","5.15","346.225","17.15","40.65","-1","11","49.7","4816","67833","64804","93.5","51518","356108","2513","1010","1118","1112","1274","230","2144"
"San Saba County","TX","23.5","20.4","5.6","13.6","77.9","308","1.4","0.449999999999999","3.25","29.85","-0.5","1.75","93.2","65.25","73.9","2056","3186","90350","2.605","41412","12479","8.15","567.15","11.05","43.45","-1","12.75","46.75","424","5676","6131","5.4","-1","22655","428","140","197","74","326","17","380"
"Sanborn County","SD","19.5499999999999","23.6","6.85","19","90.8","95","0.45","0.2","0.25","2.8","0","1.75","97.3","94.8","73.5","1033","1197","77899","2.23","52629","16370","1.3","1395.1","1.2","46","-1","10.35","48.15","206","2333","2355","4.1","614","-1","125","20","68","-1","119","-1","95"
"Sanders County","MT","29.2","17.7999999999999","4.6","17.2999999999999","88","551","4.35","0.5","0.3","2.9","0.05","2.75","92.05","89.9","77.1","5095","6711","197349","2.21999999999999","36850","12653","2","1564.90999999999","1.29999999999999","43.95","18777","9.75","48.9","1426","11880","11413","4.1","6230","38990","575","167","287","20","527","59","464"
"Sandoval County","NM","16.8","23.7","5.6","29.4","90.35","4283","13.8999999999999","1.65","2.65","38.65","0.2","2.95","78.7","43.9","79.6999999999999","49081","56312","190899","2.8","60909","14627","5.4","2897.43","12.75","44.15","-1","13.5","50.9","12594","143221","131561","35.5","80489","471143","4331","1982","1784","1682","2453","380","3722"
"Sandusky County","OH","18.1","22.7","5.75","14.9","89.5","1523","0.35","0.5","3.3","9.85","0","2.35","93.4499999999999","84.55","74.25","23741","26288","112899","2.455","50112","13658","1.65","513.905","1.75","44.5","1938997.5","9.35","50.65","4276","59540","60944","149.2","38177","314594","2081","635","1136","170","1787","254","1661"
"Sangamon County","IL","16.95","22.55","5.9","33.5","92.25","6068","0.25","2.05","12.7","2.3","0","2.4","82.6","80.7","69.45","83257","91408","133700","2.325","58680","17753","3.35","541.655","1.95","41.85","-1","9.3","52","14320","197671","197465","227.4","219605","1564310","7430","2951","3449","1082","5900","626","6236"
"Sanilac County","MI","20.8","21.7999999999999","5.3","12.8","87.6","1571","0.6","0.4","0.55","3.75","0","1.15","97.25","93.9499999999999","79.75","16914","22854","103850","2.45","44075","12935","1.45","1416.94","2.2","44.3","364853.5","13.3999999999999","50.25","3001","41101","43114","44.8","13898","187091","1715","527","1007","53","1622","170","1490"
"Sanpete County","UT","13.65","26.4","6.3","20.85","89.3","959","1.7","0.8","1.1","9.6","0.6","1.7","94.15","85.95","76.95","8210","10637","176550","3.16","51102","10025","4.85","794.575","5","39.1","87360","9.85","47.5","1465","28459","27822","17.5","5273","84731","1097","305","563","35","1022","59","926"
"Santa Barbara County","CA","14.85","22.25","6.25","32.75","80","17633","2.15","5.85","2.4","45.2","0.25","3.65","85.65","44.8499999999999","52.35","143787","156822","515199","2.9","68701","18017","23.2","1660.27","19.65","39.95","2078782","9.75","49.95","23567","444448","423895","155","714464","2426903","19973","6953","10292","5168","13796","1625","17165"
"Santa Clara County","CA","13.05","22.35","6.15","49.45","87.45","74594","1.25","36.95","2.84999999999999","25.8","0.5","4.1","54.4","31.95","56.95","624794","668709","814800","2.935","107878","28121","38.15","891.254999999999","26","42.25","20725304","14.1499999999999","49.5","59111","1915431","1781642","1381","2404598","20168369","81563","29294","42248","41465","36407","4697","73190"
"Santa Cruz County","AZ","17.15","27.45","7.1","20.1","74.55","2129","1.35","0.75","0.95","83.05","0.1","1","95.85","15.3","67","15465","18311","145598","3.01","39500","10739","33.3","1082.67","39.35","43.7","105475.5","11.5","51.9","1971","47181","47420","38.3","29273","249140","2558","866","1361","1805","632","140","2300"
"Santa Cruz County","CA","15.4","19.55","5.25","38.9","85.6","12686","1.8","5.05","1.45","33.6","0.2","4.15","87.35","57.5","59.45","94659","106211","657049","2.72","74376","20654","18.05","506.169999999999","15.55","42.2","606700","13.35","50.45","11340","271333","262382","589.4","293003","2183975","14660","5492","7496","3041","11039","1067","12974"
"Santa Fe County","NM","22.45","18.55","4.44999999999999","40.35","88.15","8303","4.19999999999999","1.5","1.2","51.0999999999999","0.2","2.1","90.8","43.15","70.25","61465","72649","285099","2.34499999999999","57057","19259","12.75","2231.225","16.45","44.55","65514.5","10.75","51.45","10450","151491","144170","75.5","296201","1162241","9470","4001","4331","2438","6551","818","8099"
"Santa Rosa County","FL","15.4","22.2","5.65","26.7999999999999","90.35","6527","0.9","2.2","6.55","5.55","0.2","3.25","87","82.4","74.8","60440","71018","180750","2.645","62824","15845","4.65","804.375","2.59999999999999","40.35","62059","14.3499999999999","48.95","22646","175710","151372","149.6","72827","629933","5291","1928","2753","620","4454","785","4187"
"Sarasota County","FL","35.5999999999999","14.5","3.6","33.1","92.5","22697","0.3","1.7","4.85","9.14999999999999","0.1","1.55","91.55","83.25","74.7","176696","240200","213298","2.235","55643","20540","12.2","776.069999999999","5.95","41.9","600058","11.75","52.3","44567","415484","379448","682.6","448112","2875829","21794","7016","11822","2864","18092","2243","18161"
"Saratoga County","NY","17.35","20.4","5.05","39.25","93.7","8534","0.2","2.65","1.9","3.15","0","1.75","93.4","90.75","72.05","91433","105065","244500","2.415","77056","21530","5","480.61","2.7","43.4","988706.5","12.0999999999999","50.6","16068","230213","219607","271.1","223184","1490012","8813","2930","5099","572","7982","857","7565"
"Sargent County","ND","21.25","21.35","5.8","18.2","90.2","140","1.3","0.75","1.25","3.15","0.1","1.5","95.05","92.35","75.05","1801","2123","91349","2.13","58226","18551","2.5","614.09","2.5","44.75","-1","7","47.05","281","3898","3829","4.5","-1","10433","239","38","149","-1","224","29","173"
"Sarpy County","NE","11.1499999999999","27.7","7.44999999999999","38","95.2","5630","0.7","2.55","4.45","9.2","0.1","3.05","89.15","81.1999999999999","69.75","62933","68484","178849","2.715","75998","18026","5.25","275.605","3.65","41.85","395925.5","9.9","49.9","18032","181397","158840","664.6","112370","1463189","5768","1982","2894","554","4970","830","4568"
"Sauk County","WI","18.05","22.85","5.95","22.55","90.15","2300","1.4","0.75","1.05","5.15","0","1.29999999999999","95.4499999999999","90.95","69.5","25713","30304","175499","2.425","56040","15494","3.45","414.95","2.7","42.3","834774","10.5","50.25","4546","64570","61976","74.6","271280","495401","2705","698","1406","47","2540","230","2291"
"Saunders County","NE","18.15","24.65","6.25","24.9","93.25","935","0.45","0.4","0.55","2.3","0","1.25","97.3","95.3","78.6","8319","9661","156600","2.49","64274","16925","1.2","583.335","0.649999999999999","44.15","52312","12.15","49.3499999999999","1637","21597","20780","27.7","-1","80831","1202","326","668","17","1136","68","1073"
"Sawyer County","WI","25","19.5499999999999","5.1","23.1","91","782","17.45","0.4","0.649999999999999","2.5","-0.5","3.15","78.4","77.05","74.65","7729","16447","165449","2.085","43807","15884","1.5","628.155","1.75","42.5","128373","10.05","49.05","1476","17253","16557","13.2","33575","119057","1040","164","629","65","926","113","824"
"Schenectady County","NY","16.45","21.9","5.95","30.55","90.55","4427","0.7","4.75","12","7","0.2","3.65","78.65","73.95","66.45","56181","69112","168048","2.67999999999999","60780","16208","9.85","304.765","4.35","43.85","854670.5","11.05","51.25","9767","156896","154727","756.6","95825","910556","5024","1706","2930","869","3956","503","4196"
"Schleicher County","TX","17.55","26.5499999999999","4.9","19.25","77.9499999999999","143","0.85","0.45","1.8","53.4","-0.5","2","94.95","44.15","76.35","1078","1501","82101","2.91","51938","13277","13.45","654.815","22.55","47.75","-1","12.9","49.65","121","2808","3461","2.6","-1","6125","170","35","125","86","77","20","143"
"Schley County","GA","16.25","25.7999999999999","5","13.75","80.3","167","0.1","0.85","20.9","5.05","-0.5","1.9","76.35","72.55","67.95","1844","2192","109149","2.76499999999999","41434","10481","1.7","563.59","0.3","44.85","61862.5","12.35","52.45","282","4857","5010","30","446","9671","119","44","62","11","101","-1","104"
"Schoharie County","NY","20.7","18.05","4.35","20.85","88.6","932","0.3","0.8","1.55","3.25","0","1.54999999999999","95.9","93.2","76.75","12691","17406","145400","2.38999999999999","55477","15197","2.7","495.905","1.85","43.5","-1","14.8999999999999","50.05","2591","30642","32749","52.7","11549","159518","1034","293","677","26","956","179","815"
"Schoolcraft County","MI","25.8","17.7","4.4","14","90.25","221","9.2","0.25","0.35","1.1","-0.5","3.75","86.5","85.75","83.9","3530","6364","98050","2.285","40378","12323","1.05","761.439999999999","0.3","44.5","52182.5","8.7","50.7","784","8111","8485","7.2","5786","62315","305","56","170","-1","251","35","212"
