County,State,Age.Percent 65 and Older,Age.Percent Under 18 Years,Age.Percent Under 5 Years,Education.Bachelor's Degree or Higher,Education.High School or Higher,Employment.Nonemployer Establishments,Ethnicities.American Indian and Alaska Native Alone,Ethnicities.Asian Alone,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Ethnicities.Native Hawaiian and Other Pacific Islander Alone,Ethnicities.Two or More Races,Ethnicities.White Alone,Ethnicities.White Alone	 not Hispanic or Latino,Housing.Homeownership Rate,Housing.Households,Housing.Housing Units,Housing.Median Value of Owner-Occupied Units,Housing.Persons per Household,Income.Median Houseold Income,Income.Per Capita Income,Miscellaneous.Foreign Born,Miscellaneous.Land Area,Miscellaneous.Language Other than English at Home,Miscellaneous.Living in Same House +1 Years,Miscellaneous.Manufacturers Shipments,Miscellaneous.Mean Travel Time to Work,Miscellaneous.Percent Female,Miscellaneous.Veterans,Population.2020 Population,Population.2010 Population,Population.Population per Square Mile,Sales.Accommodation and Food Services Sales,Sales.Retail Sales,Employment.Firms.Total,Employment.Firms.Women-Owned,Employment.Firms.Men-Owned,Employment.Firms.Minority-Owned,Employment.Firms.Nonminority-Owned,Employment.Firms.Veteran-Owned,Employment.Firms.Nonveteran-Owned
Clarke County,MS,20.416666666666668,22.099999999999998,5.916666666666667,12.366666666666667,81.91666666666667,879,0.48333333333333334,0.2,34.61666666666667,1.1,0.0,0.7,63.9,63.0,83.43333333333334,6250,8024,80730,2.5366666666666666,41232,19989,0.38333333333333336,680.365,0.25,77.5,-1.0,24.749999999999996,52.95,1074,15729,16732,24.2,-1,52959,899,279,569,244,629,64,794
Clarke County,VA,21.183333333333334,19.816666666666666,4.550000000000001,32.050000000000004,89.08333333333333,1184,0.6499999999999999,1.3666666666666667,4.766666666666667,6.066666666666666,0.1,2.5,90.63333333333333,85.58333333333333,75.78333333333333,5605,6372,346415,2.5316666666666667,79617,34439,3.5666666666666664,146.65,4.916666666666667,74.91666666666666,74814.83333333333,31.583333333333336,50.416666666666664,1189,14723,14034,79.7,-1,67879,1329,479,699,99,1199,194,1084
Clatsop County,OR,22.716666666666665,18.76666666666667,4.966666666666667,24.2,92.0,2519,1.3833333333333333,1.6,0.9,8.516666666666666,0.3,3.2166666666666663,92.68333333333332,85.26666666666667,62.28333333333334,15789,22611,279330,2.408333333333333,53183,24794,4.8,758.8216666666667,6.000000000000001,68.5,754864.0,16.75,50.516666666666666,3584,40469,37039,44.7,175084,586769,3174,1024,1399,194,2824,419,2399
Clay County,AL,20.733333333333334,20.433333333333334,5.3,10.366666666666667,76.66666666666667,689,0.6,0.3,13.916666666666668,3.3166666666666664,-0.8333333333333333,2.0500000000000003,83.13333333333334,80.2,75.41666666666667,5274,6816,103150,2.4966666666666666,39702,19599,2.033333333333333,630.2750000000001,2.5000000000000004,76.08333333333333,-1.0,24.083333333333332,51.18333333333333,706,14122,13932,23.1,3969,56399,724,214,479,99,604,134,574
Clay County,AR,21.816666666666666,21.066666666666666,5.466666666666667,12.083333333333332,81.43333333333334,699,0.5666666666666667,0.2,0.8500000000000001,2.1333333333333337,0.0,1.4666666666666668,96.9,95.03333333333333,68.26666666666667,6509,8017,74900,2.2916666666666665,36277,18754,0.8166666666666667,574.0016666666668,0.9999999999999998,72.0,-1.0,18.083333333333332,51.18333333333334,1015,14648,16083,25.2,-1,149529,859,274,439,24,804,64,719
Clay County,FL,15.950000000000001,23.2,5.416666666666667,24.75,91.53333333333333,12304,0.5,3.1166666666666667,12.316666666666666,10.2,0.2,3.2333333333333334,80.65,72.21666666666667,75.26666666666667,73245,81754,180930,2.828333333333333,64697,25399,6.8500000000000005,647.1966666666667,9.0,68.41666666666666,-1.0,27.91666666666667,50.71666666666667,26344,215168,190865,315.8,198774,1591229,10504,3929,5309,2149,7964,1589,8229
Clay County,GA,26.633333333333333,19.71666666666667,5.766666666666667,11.733333333333334,79.65,134,0.38333333333333336,0.5833333333333333,60.25,1.6,0.1,0.8333333333333334,37.93333333333333,36.516666666666666,71.85000000000001,1240,2118,71550,2.356666666666667,22132,14194,2.283333333333333,231.95999999999998,2.25,79.83333333333334,-1.0,20.083333333333336,53.18333333333334,214,2892,3183,16.3,-1,10409,134,59,69,64,69,-1,119
Clay County,IA,20.85,22.716666666666665,6.2,21.983333333333334,93.51666666666667,1104,0.3,0.7833333333333333,0.8666666666666667,3.9499999999999997,0.0,1.1666666666666665,96.8,93.13333333333334,68.78333333333333,7198,8262,120980,2.2133333333333334,50270,23954,2.45,516.9566666666667,2.9166666666666665,67.91666666666667,266739.8333333333,13.916666666666664,50.81666666666666,1140,16410,16667,29.4,20729,260854,1579,384,854,34,1454,114,1264
Clay County,IL,20.46666666666667,22.650000000000002,6.083333333333333,14.833333333333334,87.95,779,0.2833333333333333,0.8666666666666667,0.5833333333333333,1.5833333333333335,-0.8333333333333333,0.9833333333333334,97.35,95.88333333333333,75.35,5661,6438,82965,2.3,47190,22344,0.5666666666666667,475.655,1.333333333333333,73.83333333333333,635904.8333333334,18.166666666666668,50.53333333333333,914,13330,13815,29.5,10424,94409,1139,254,694,44,1059,94,954
Clay County,IN,17.933333333333334,22.933333333333334,6.183333333333334,16.5,90.60000000000001,1169,0.3,0.4,0.6833333333333333,1.4666666666666668,0.08333333333333333,1.25,97.28333333333333,96.0,77.36666666666666,10490,11754,99715,2.465,54100,21879,0.8333333333333333,375.66833333333335,1.333333333333333,74.33333333333334,433631.5,24.0,50.46666666666667,1805,26482,26890,75.2,17819,260574,1444,419,804,19,1374,139,1234
Clay County,KS,23.233333333333334,23.366666666666667,5.983333333333333,25.7,93.28333333333333,539,0.5833333333333333,0.48333333333333334,0.95,2.6833333333333336,0.1,1.9,95.91666666666667,93.61666666666667,72.01666666666667,3492,4113,95950,2.2916666666666665,52478,24359,1.4500000000000002,721.3916666666667,1.6666666666666665,71.25,-1.0,15.916666666666668,50.38333333333333,937,8152,8535,13.2,5749,78509,654,204,259,-1,624,79,499
Clay County,KY,15.25,21.016666666666666,5.95,9.666666666666668,64.51666666666667,974,0.2,0.2,4.133333333333333,2.0833333333333335,0.0,1.15,94.23333333333333,92.51666666666667,69.18333333333334,7567,9050,54720,2.5183333333333335,26013,12824,0.95,463.89,1.0833333333333335,73.91666666666667,-1.0,26.833333333333332,47.666666666666664,813,20482,21730,46.3,-1,115659,1434,624,609,24,1379,134,1254
Clay County,MN,13.283333333333333,24.533333333333335,7.033333333333333,33.550000000000004,94.7,3534,1.7666666666666666,1.4,3.95,4.633333333333334,0.1,2.45,90.33333333333333,86.55,67.8,24043,26779,190115,2.461666666666667,63125,25639,4.55,975.2549999999999,5.583333333333333,69.58333333333334,341103.1666666666,16.666666666666664,50.43333333333333,3243,64646,58999,56.4,57359,554224,3829,1359,2004,104,3569,319,3234
Clay County,MO,14.133333333333333,24.083333333333332,6.333333333333333,32.766666666666666,93.05,13804,0.6,2.466666666666667,7.083333333333333,7.016666666666667,0.38333333333333336,2.9333333333333336,86.53333333333333,80.48333333333333,69.08333333333334,90519,98896,171365,2.618333333333333,68911,28799,5.05,412.7166666666667,5.916666666666668,69.16666666666667,7204461.5,19.25,50.916666666666664,15813,250057,221939,558.6,630344,3218414,14859,5204,7609,1699,12484,1539,12199
Clay County,MS,18.466666666666665,22.7,5.766666666666667,19.98333333333333,81.26666666666667,1064,0.2,0.3666666666666667,59.18333333333333,1.5666666666666667,0.0,0.7833333333333333,39.449999999999996,38.56666666666666,71.38333333333334,7640,9314,88350,2.5516666666666667,31654,17164,0.5,393.14,0.5833333333333333,75.83333333333334,547134.0,18.583333333333332,53.16666666666667,1040,18905,20634,50.3,18844,137834,1254,529,609,534,649,149,1029
Clay County,NC,31.28333333333333,16.883333333333333,4.383333333333334,23.183333333333334,87.98333333333333,904,0.6499999999999999,0.3666666666666667,1.2666666666666666,3.75,0.08333333333333333,1.5666666666666667,96.05000000000001,92.75,78.45,4901,7400,176030,2.211666666666667,41653,23719,2.7333333333333334,294.6366666666667,1.916666666666667,77.75,-1.0,18.916666666666664,51.3,1090,11001,10587,49.3,7169,112034,1024,344,484,-1,959,104,839
Clay County,NE,20.183333333333334,24.799999999999997,6.800000000000001,19.516666666666666,90.8,449,1.3,0.3,0.5333333333333333,8.983333333333334,0.3,1.0166666666666666,96.55,89.18333333333334,79.46666666666667,2557,3017,88765,2.41,55439,22949,3.966666666666667,508.1116666666667,6.25,72.83333333333333,-1.0,17.5,49.15,415,6140,6542,11.4,814,113284,619,244,179,-1,579,34,534
Clay County,SD,12.366666666666667,17.516666666666666,5.199999999999999,48.516666666666666,94.93333333333334,729,3.6666666666666665,2.6,1.6833333333333333,3.1333333333333333,0.1,2.3666666666666667,89.65,87.46666666666667,54.050000000000004,5215,6210,162550,2.2333333333333334,48628,23489,4.05,683.7016666666666,4.833333333333334,53.66666666666666,-1.0,13.083333333333332,50.2,748,14792,13864,33.6,23689,102349,759,244,329,-1,699,94,529
Clay County,TN,25.033333333333335,20.083333333333332,4.733333333333333,13.733333333333334,78.96666666666667,529,0.4666666666666667,0.1,1.6,2.4,0.1,1.3,96.41666666666667,94.4,78.2,3081,4353,97900,2.4583333333333335,31757,15819,2.1666666666666665,294.275,2.5833333333333335,76.91666666666667,-1.0,25.666666666666664,51.016666666666666,499,7615,7861,33.2,-1,31454,679,169,394,39,634,44,604
Clay County,TX,23.133333333333333,20.016666666666666,4.4,20.866666666666667,90.16666666666667,724,1.4166666666666665,0.4666666666666667,1.0666666666666669,6.65,0.0,2.066666666666667,95.08333333333333,89.39999999999999,84.53333333333333,4126,5304,97765,2.5183333333333335,55616,24299,3.3500000000000005,1467.5133333333333,5.416666666666667,72.75,-1.0,22.75,50.05,849,10245,10752,9.9,-1,74029,639,124,469,99,529,74,539
Clay County,WV,20.85,22.3,5.5,9.016666666666666,76.53333333333333,304,0.3666666666666667,0.1,0.2833333333333333,0.8333333333333333,0.0,1.1166666666666667,98.13333333333333,97.38333333333333,81.61666666666667,3305,4624,80920,2.6500000000000004,34453,14364,0.06666666666666671,284.75,0.5833333333333333,75.08333333333333,-1.0,35.333333333333336,49.483333333333334,553,8201,9386,27.5,-1,38044,364,124,194,-1,339,-1,319
Clayton County,GA,9.383333333333333,27.71666666666667,7.55,19.25,84.28333333333333,26094,0.6,5.05,72.05,13.35,0.1,2.35,19.85,9.833333333333332,50.46666666666667,92944,106055,106665,2.956666666666667,46651,17474,13.783333333333333,207.40499999999997,15.833333333333332,68.08333333333334,1561140.6666666665,26.75,53.18333333333333,16435,292582,259424,1832.5,375724,2691369,24499,12594,10474,20159,3729,2469,21319
Clayton County,IA,23.816666666666666,21.283333333333335,5.45,17.333333333333332,90.18333333333334,1219,0.18333333333333335,0.3,0.8666666666666667,1.9833333333333334,0.1,0.9666666666666667,97.56666666666666,95.86666666666666,75.11666666666667,7547,9142,118480,2.2983333333333333,52209,23574,2.4000000000000004,1116.6716666666666,4.833333333333334,74.58333333333334,181493.1666666667,18.25,49.36666666666667,1365,17152,18129,23.3,-1,176309,1394,454,694,-1,1334,109,1194
Clear Creek County,CO,20.733333333333334,15.15,3.8833333333333333,46.71666666666667,98.26666666666667,854,1.3666666666666667,1.1333333333333333,0.9833333333333334,7.25,0.1,2.1,94.38333333333334,88.28333333333333,77.88333333333334,4329,5820,360000,2.143333333333333,67094,32669,2.5,397.36333333333334,5.416666666666667,69.83333333333333,-1.0,24.416666666666664,47.25,683,9362,9088,23.0,25224,62774,934,299,554,54,854,94,809
Clearfield County,PA,20.65,18.183333333333334,4.7,14.833333333333332,87.16666666666667,3589,0.2,0.6166666666666667,3.0,3.066666666666667,0.0,0.8833333333333333,95.13333333333333,92.83333333333333,76.8,31407,39225,94265,2.38,47680,20334,2.4166666666666665,1000.4466666666667,3.416666666666666,75.41666666666667,802009.8333333333,21.583333333333332,47.36666666666667,6399,80671,81642,71.3,82899,1109424,5124,1504,2854,74,4834,744,4064
Clearwater County,ID,27.566666666666666,15.883333333333335,3.666666666666667,17.5,89.48333333333333,424,2.45,0.6833333333333333,0.5833333333333333,4.016666666666667,0.18333333333333335,2.4333333333333336,93.56666666666668,90.13333333333334,78.43333333333332,3550,4634,152965,2.1733333333333333,43284,19509,2.0833333333333335,2129.375,3.416666666666666,71.75,-1.0,24.416666666666664,44.86666666666667,1131,8702,8761,3.6,5439,46284,619,274,189,-1,574,19,554
Clearwater County,MN,20.333333333333332,24.7,6.25,16.46666666666667,85.98333333333333,534,9.533333333333333,0.31666666666666665,0.7333333333333334,2.2666666666666666,0.0,3.7166666666666663,85.69999999999999,84.3,81.0,3436,4792,134050,2.533333333333333,49199,22644,0.9833333333333334,940.0,3.166666666666667,73.91666666666667,-1.0,22.000000000000004,49.18333333333334,778,8571,8695,8.7,-1,40679,734,214,404,-1,689,109,554
Cleburne County,AL,19.9,22.633333333333333,5.95,14.333333333333332,78.5,829,0.48333333333333334,0.2,2.933333333333333,2.5833333333333335,0.1,1.2833333333333334,95.0,92.71666666666667,76.35,5666,6855,113880,2.606666666666667,43619,19284,1.5833333333333335,562.0600000000001,2.25,72.08333333333334,224334.0,28.166666666666664,50.733333333333334,749,15060,14972,26.7,-1,53319,984,264,649,49,919,74,894
Cleburne County,AR,26.9,18.96666666666667,4.55,15.716666666666667,85.66666666666667,1799,0.7,0.4666666666666667,0.5,2.5166666666666666,0.0,1.65,96.58333333333333,94.55,75.48333333333333,10696,16109,127900,2.328333333333333,43776,22689,1.5,561.125,1.833333333333333,71.58333333333333,158596.5,22.5,50.86666666666667,2638,24869,25970,46.9,28264,260929,2139,569,1249,59,2029,364,1699
Clermont County,OH,16.416666666666664,22.95,5.75,28.1,89.88333333333334,11454,0.2,1.3499999999999999,1.6666666666666665,2.033333333333333,0.08333333333333333,1.5666666666666667,95.11666666666667,93.36666666666667,74.36666666666667,77293,83790,168080,2.603333333333333,65865,28654,2.2333333333333334,585.975,2.333333333333333,73.0,1040390.6666666667,23.166666666666664,50.61666666666667,13158,207425,197363,436.5,237784,2216039,11869,3354,6939,464,11039,1304,9944
Cleveland County,AR,21.016666666666666,21.900000000000002,5.183333333333334,15.799999999999999,88.8,299,0.5,0.18333333333333335,11.483333333333334,2.45,0.0,1.4666666666666668,86.35,84.36666666666666,76.25,3241,4123,93965,2.51,45470,20184,0.7333333333333334,511.63999999999993,0.6666666666666665,78.91666666666667,-1.0,25.833333333333336,50.6,515,7704,8689,14.5,474,11144,389,129,224,-1,364,94,284
Cleveland County,NC,18.683333333333334,21.966666666666665,5.7,17.383333333333333,83.83333333333334,4764,0.38333333333333336,1.0833333333333335,20.816666666666666,3.683333333333333,0.0,1.8499999999999999,75.85,72.91666666666666,67.83333333333333,35995,43679,117765,2.6550000000000002,41704,18824,2.4,557.8216666666667,3.416666666666666,72.5,1517661.5,20.416666666666664,51.88333333333333,6172,99111,98078,211.3,90899,801779,5604,1784,2889,759,4634,594,4649
Cleveland County,OK,13.483333333333334,21.383333333333333,5.316666666666666,33.06666666666666,91.65,18564,5.266666666666667,4.65,5.4,8.983333333333333,0.1,5.916666666666667,78.58333333333333,71.23333333333333,64.31666666666666,104591,115955,161550,2.5300000000000002,62509,26309,6.316666666666667,638.1916666666666,8.416666666666668,66.91666666666667,1246401.5,19.500000000000004,50.1,21130,291258,255755,474.7,426999,2640774,19209,6359,10074,3374,15029,1849,16144
Clinch County,GA,16.5,25.233333333333334,6.6000000000000005,10.416666666666666,69.51666666666667,314,0.8833333333333333,0.3666666666666667,27.71666666666667,5.533333333333333,0.1,1.8499999999999999,69.08333333333333,64.61666666666667,73.86666666666667,2496,3007,61320,2.513333333333333,28110,12624,3.1,819.1,2.5833333333333335,73.66666666666666,-1.0,13.916666666666664,51.583333333333336,264,6766,6798,8.5,-1,37239,334,94,174,124,189,29,289
Clinton County,IA,19.633333333333333,22.7,6.1,17.866666666666667,90.75,2174,0.38333333333333336,0.6833333333333333,3.1166666666666667,3.2333333333333334,0.0,1.9666666666666668,93.83333333333333,91.0,73.48333333333333,19698,22152,116800,2.3583333333333334,51329,23734,1.4166666666666665,1075.6150000000002,1.4166666666666665,71.66666666666667,3942594.0,16.333333333333336,50.9,3674,46726,49116,70.7,86279,543424,3569,1094,1849,119,3259,314,2989
Clinton County,IL,17.666666666666668,21.166666666666668,5.833333333333334,21.96666666666667,89.86666666666666,1959,0.4,0.5833333333333333,3.7,3.1833333333333336,0.1,1.2666666666666666,94.05,91.26666666666667,80.06666666666666,14301,15926,143050,2.4833333333333334,65815,26484,1.6833333333333333,675.8299999999999,3.25,75.0,-1.0,21.916666666666664,48.2,2988,37062,37762,79.7,34534,354949,2269,749,1064,84,2109,164,1969
Clinton County,IN,16.633333333333333,26.133333333333333,6.9,15.75,85.53333333333333,1439,0.48333333333333334,0.4666666666666667,0.7666666666666667,16.233333333333334,0.0,1.0666666666666669,97.21666666666667,81.73333333333333,70.85,11985,13393,109130,2.6516666666666664,53393,20404,6.833333333333334,374.895,10.416666666666666,74.0,2660550.666666667,18.5,50.25,1776,33121,33224,82.0,22939,199284,1859,534,1089,79,1704,224,1519
Clinton County,KY,19.45,22.3,5.8500000000000005,9.75,72.28333333333333,629,0.2833333333333333,0.2833333333333333,0.6,2.8833333333333333,0.4166666666666667,1.3,97.11666666666666,94.93333333333334,70.51666666666667,3980,5315,72000,2.5233333333333334,31335,17514,1.1333333333333333,242.01333333333335,2.416666666666666,77.33333333333333,-1.0,14.5,50.8,652,9405,10272,52.1,-1,49509,814,194,484,-1,789,39,734
Clinton County,MI,17.133333333333333,22.25,5.483333333333333,31.450000000000003,94.23333333333333,4684,0.5,1.5833333333333335,2.066666666666667,4.566666666666666,0.1,1.9666666666666668,93.69999999999999,89.61666666666667,80.13333333333333,29529,31937,170050,2.6133333333333333,68736,28964,3.066666666666667,537.2333333333333,3.416666666666666,74.66666666666666,521217.3333333334,20.333333333333332,50.68333333333334,4692,78822,75382,133.1,46599,624369,5404,1749,3099,414,4859,314,4924
Clinton County,MO,18.05,23.3,5.733333333333333,20.85,91.73333333333333,1169,0.7833333333333333,0.5,1.4333333333333333,2.2666666666666666,0.08333333333333333,1.95,95.31666666666666,93.35,75.76666666666667,8159,9052,156900,2.4583333333333335,61221,24234,1.2833333333333332,587.475,1.0833333333333335,71.91666666666667,-1.0,27.083333333333336,49.93333333333334,1795,21034,20743,49.5,10959,131679,1369,369,699,34,1289,104,1094
Clinton County,NY,17.28333333333333,17.966666666666665,4.8,22.766666666666666,87.1,3349,0.4,1.4,4.416666666666667,2.966666666666667,0.0,1.5,92.2,90.01666666666667,66.7,31401,36680,132230,2.328333333333333,55347,23134,4.383333333333333,1016.27,4.499999999999999,68.83333333333333,1066185.6666666667,15.916666666666668,48.6,6097,80142,82128,79.1,115974,1154449,4294,1269,2364,144,3809,284,3659
Clinton County,OH,17.200000000000003,23.0,6.066666666666666,18.166666666666664,88.2,2144,0.3,0.5833333333333333,2.216666666666667,1.6833333333333333,0.1,2.166666666666667,94.73333333333333,93.33333333333333,64.96666666666667,16434,18196,126765,2.4766666666666666,51683,22239,1.4666666666666668,504.385,1.6666666666666665,71.5,857552.3333333333,22.083333333333332,50.6,3183,41985,42040,102.9,62624,369234,2729,819,1504,59,2524,329,2204
Clinton County,PA,18.866666666666667,19.966666666666665,5.166666666666666,19.083333333333332,88.78333333333333,1579,0.18333333333333335,0.6833333333333333,1.7166666666666666,1.5666666666666667,0.1,1.0666666666666669,96.25,94.95,70.45,14757,19243,132315,2.525,49464,21494,1.5,845.3,5.083333333333333,72.25,1397314.8333333335,19.916666666666668,50.916666666666664,2969,37835,39238,44.2,48364,485489,2184,654,1139,74,2019,164,1904
Cloud County,KS,21.51666666666667,23.1,6.266666666666667,22.766666666666666,92.45,549,0.6833333333333333,1.1166666666666667,1.0666666666666669,3.4166666666666665,0.0,1.95,95.18333333333334,92.6,73.45,3747,4599,74180,2.305,44229,22729,1.9333333333333333,792.0066666666667,2.9166666666666665,69.58333333333334,-1.0,13.083333333333332,50.46666666666667,633,9095,9533,13.3,11709,113759,874,294,419,29,809,39,754
Coahoma County,MS,15.55,27.1,7.95,16.666666666666668,79.01666666666667,1379,0.18333333333333335,0.5333333333333333,77.14999999999999,1.6666666666666665,0.08333333333333333,0.7833333333333333,21.333333333333332,20.349999999999998,51.05,8899,10715,66180,2.5766666666666667,28667,15819,0.5,555.51,0.9999999999999998,71.08333333333333,240326.5,17.166666666666668,53.733333333333334,1033,21962,26151,47.3,68564,246159,1729,804,754,1019,599,149,1459
Coal County,OK,20.9,23.733333333333334,6.7,16.633333333333333,82.36666666666667,389,19.516666666666666,0.2833333333333333,0.8666666666666667,4.316666666666667,-0.8333333333333333,8.816666666666666,70.51666666666667,68.2,73.81666666666666,2248,2818,81230,2.485,39922,20044,1.0833333333333335,890.6533333333332,3.25,73.41666666666666,-1.0,20.999999999999996,50.266666666666666,381,5357,5925,11.5,-1,34884,439,94,314,64,364,74,349
Cobb County,GA,12.35,23.516666666666666,6.183333333333333,46.78333333333333,91.88333333333333,69244,0.5,5.516666666666667,28.55,13.200000000000001,0.1,2.566666666666667,62.766666666666666,51.56666666666667,64.81666666666666,277182,302825,244365,2.64,75595,33359,15.6,352.65500000000003,17.25,69.75,7155969.0,26.416666666666668,51.516666666666666,41884,760286,688078,2026.4,1263404,8640574,67454,26154,34764,26064,38984,6189,58149
Cochise County,AZ,22.566666666666666,21.566666666666666,5.833333333333334,23.0,87.13333333333334,5734,1.7833333333333334,2.283333333333333,4.533333333333333,35.516666666666666,0.4,3.2666666666666666,87.73333333333333,55.016666666666666,68.88333333333334,49994,61414,146700,2.3616666666666664,48675,22349,10.85,5179.701666666666,23.416666666666668,69.58333333333334,117462.33333333334,17.083333333333332,49.36666666666667,18315,125783,131346,21.3,144484,1056054,7119,2834,3139,2289,4384,1094,5384
Cochran County,TX,16.15,27.05,6.966666666666667,8.733333333333334,67.43333333333334,154,2.9166666666666665,0.4666666666666667,4.516666666666667,60.25,0.2,1.0833333333333335,90.71666666666667,34.300000000000004,78.56666666666668,1009,1357,38250,2.7916666666666665,40575,17884,13.416666666666666,741.9716666666666,38.25,67.41666666666666,-1.0,22.249999999999996,49.5,101,2615,3127,4.0,-1,41844,254,84,99,134,109,-1,219
Cocke County,TN,21.200000000000003,20.316666666666666,5.116666666666666,11.25,79.53333333333333,1799,0.5833333333333333,0.48333333333333334,2.0833333333333335,2.533333333333333,0.1,1.6833333333333333,95.05,93.01666666666667,67.66666666666666,14207,17613,110700,2.4766666666666666,35688,18219,0.9333333333333335,416.0483333333333,1.5833333333333335,76.5,549667.3333333334,23.250000000000004,51.516666666666666,2920,35894,35662,82.1,40144,284159,1744,644,839,84,1579,224,1384
Coconino County,AZ,12.683333333333334,20.3,5.433333333333334,35.35,90.01666666666667,8074,27.383333333333333,2.0500000000000003,1.5166666666666666,14.233333333333334,0.2,3.05,65.81666666666666,54.233333333333334,60.75,47238,66952,270815,2.6816666666666666,57805,22779,4.550000000000001,15650.953333333333,19.833333333333336,63.91666666666667,1817743.1666666665,15.333333333333336,50.68333333333334,7469,143862,134421,7.2,638104,1580449,9109,3329,3969,1754,6809,704,7764
Codington County,SD,17.833333333333336,23.816666666666666,6.25,21.566666666666666,91.36666666666667,1854,2.6333333333333333,0.7166666666666667,0.8,2.3166666666666664,0.0,1.4666666666666668,94.3,92.65,66.0,11986,13243,167880,2.2800000000000002,54849,25034,1.6666666666666665,669.385,1.833333333333333,71.08333333333333,858249.8333333333,12.166666666666666,49.81666666666666,2285,28258,27227,39.5,68854,540884,2459,784,1094,29,2314,169,2099
Coffee County,AL,17.066666666666666,23.7,6.1,22.75,85.31666666666668,2299,1.4,1.6833333333333333,17.616666666666667,7.733333333333333,0.4,3.0,75.9,69.71666666666667,66.4,19740,23307,144665,2.575,53658,23169,4.183333333333334,688.8633333333333,5.166666666666667,68.33333333333334,908225.6666666667,18.75,50.75,6246,53039,49948,73.6,51064,508374,3074,1234,1539,594,2369,509,2389
Coffee County,GA,13.8,24.45,6.866666666666667,12.983333333333334,75.66666666666667,2569,0.48333333333333334,0.9,28.666666666666668,11.9,0.1,1.4666666666666668,68.4,57.65,64.15,14452,17335,97280,2.7133333333333334,39998,16584,6.516666666666667,607.6433333333334,9.999999999999998,74.83333333333333,558678.1666666666,16.333333333333336,48.61666666666667,2133,43041,42356,73.7,45554,406259,3069,1249,1594,704,2274,184,2729
Coffee County,TN,17.316666666666666,23.983333333333334,6.333333333333334,20.083333333333332,84.9,3159,0.48333333333333334,1.1833333333333333,3.966666666666667,4.583333333333334,0.1,2.25,92.11666666666667,88.2,68.05,21539,24335,137730,2.515,48228,22129,2.833333333333333,564.3533333333334,2.666666666666667,69.83333333333333,-1.0,19.583333333333332,51.2,4236,57178,52796,123.1,74854,689699,4019,1429,2179,309,3549,414,3389
Coffey County,KS,21.466666666666665,21.9,5.533333333333333,23.733333333333334,92.6,544,0.9666666666666667,0.9333333333333333,0.8833333333333333,2.8,0.0,1.6666666666666665,95.46666666666667,93.13333333333333,76.0,3571,4123,115615,2.29,58283,27809,0.4833333333333334,664.46,0.6666666666666665,70.75,-1.0,18.083333333333332,50.55,768,8373,8601,13.7,5954,92794,774,244,369,-1,719,99,629
Coke County,TX,27.816666666666666,20.7,6.1,17.733333333333334,84.0,239,2.4333333333333336,0.13333333333333333,1.0,21.933333333333334,0.0,1.7999999999999998,94.46666666666667,74.46666666666667,73.94999999999999,1606,2723,69320,1.9849999999999999,44295,21069,3.95,794.4116666666667,8.833333333333334,73.08333333333334,-1.0,17.666666666666664,50.21666666666667,216,3279,3320,3.6,-1,26979,334,94,209,44,284,24,304
Colbert County,AL,19.75,21.03333333333333,5.7,18.033333333333335,84.91666666666667,2999,0.6833333333333333,0.6666666666666666,16.216666666666665,3.1,0.1,1.8666666666666667,80.46666666666667,77.88333333333334,72.18333333333334,21945,26747,117215,2.4699999999999998,46567,21279,1.9166666666666665,592.9466666666667,2.0833333333333335,75.33333333333333,2122496.5,19.333333333333332,52.13333333333333,3936,56778,54428,91.8,60624,842779,4239,1559,2339,564,3534,389,3669
Cole County,MO,16.75,22.233333333333334,5.866666666666666,32.88333333333333,91.98333333333333,4134,0.4,1.3833333333333333,12.133333333333333,2.8666666666666667,0.1,2.1500000000000004,83.83333333333334,81.55000000000001,66.38333333333333,30012,33483,158980,2.393333333333333,59041,25349,3.25,521.195,3.5,70.25,1564583.1666666665,14.916666666666668,49.483333333333334,5398,77157,75990,193.0,110289,1048284,5394,1734,2784,434,4659,564,4374
Coleman County,TX,25.48333333333333,20.566666666666666,5.116666666666667,15.666666666666668,85.8,609,1.3833333333333333,1.0,3.1333333333333333,17.53333333333333,0.0,2.033333333333333,92.35,76.58333333333334,73.48333333333333,3433,5552,73900,2.4299999999999997,44178,23124,4.783333333333333,1170.895,8.25,72.08333333333334,-1.0,20.5,49.21666666666667,689,7810,8895,7.0,-1,56804,694,194,419,29,624,139,539
Coles County,IL,17.083333333333332,17.916666666666664,4.816666666666666,25.7,91.16666666666667,2149,0.3,1.0833333333333335,4.016666666666667,2.6333333333333333,0.08333333333333333,1.6833333333333333,92.83333333333333,90.76666666666667,61.583333333333336,20946,23454,98780,2.2800000000000002,44675,23399,2.1500000000000004,509.00666666666666,2.9999999999999996,64.16666666666667,-1.0,13.916666666666664,51.45,3185,47940,53873,106.0,70564,584389,2984,834,1559,184,2619,289,2384
Colfax County,NE,13.683333333333334,29.516666666666666,8.700000000000001,15.233333333333334,69.48333333333333,479,3.466666666666667,1.2333333333333334,5.316666666666666,45.266666666666666,0.5,1.1833333333333333,88.19999999999999,48.733333333333334,72.65,3721,4230,98900,2.8433333333333333,57685,19669,30.299999999999997,593.1383333333333,37.75,73.58333333333333,-1.0,15.583333333333332,46.833333333333336,383,10569,10515,25.5,-1,88309,639,174,319,124,489,34,564
